feature	VK_170831_025	VK_170831_037	VK_170831_043	VK_170831_073	VK_170831_079	VK_170831_103	VK_170831_115	VK_170831_163	VK_170831_169	VK_170831_175	VK_170831_187	VK_170901_037	VK_170901_055	VK_170901_061	VK_170901_091	VK_170901_097	VK_170901_121	VK_170901_139	VK_170901_151	VK_170901_163	VK_170901_175
strain	daf16	daf16	daf16	daf16	N2	daf16	N2	daf16	N2	daf16	N2	N2	N2	N2	daf16	N2	daf16	daf16	N2	N2	N2
294.9079_229.5	3043596.0	 834602.3	3290624.0	2393435.0	2426131.0	3216237.0	3135722.0	2958516.0	 288940.3	3433990.0	2494687.0	3640256.0	1810588.0	3420028.0	2807247.0	2230048.0	4274027.0	1721444.0	2845734.0	2687957.0	1277663.7
295.0664_41.8	3609438.0	3147164.0	3248970.0	2871139.0	      0.0	      0.0	 170070.7	      0.0	      0.0	1430469.0	   5636.8	      0.0	 237753.8	 183657.1	 197450.1	 220585.0	 186438.3	1354363.0	 183657.1	 183657.1	 183657.1
295.0681_108.2	1617208.0	3432982.0	2063756.0	3490537.0	 259824.8	 933047.9	3025550.0	3459308.0	 371997.6	3791503.0	3342563.0	1127860.0	3485267.0	 769968.5	3511311.0	2459590.0	1653789.9	1245800.0	1656788.0	4770446.0	 309813.5
295.0777_106.9	18791210	26990000	15975880	28798990	 2333663	 8203160	29298360	33635770	 2356323	42776800	36528000	15019510	37465760	 4288992	29635790	24860170	18303876	14154760	13514270	42605320	 2489359
295.1172_27.1	2210096.0	1600326.0	5179548.0	2037748.0	6466636.0	3830512.0	4045751.0	5476504.0	5969841.0	5782362.0	6722845.0	2195914.0	1386905.0	1883770.0	5049488.0	3348188.0	9196945.7	3035660.0	3831842.0	 812224.8	5023698.6
295.1286_40.8	 7467538.0	10097920.0	13781140.0	 3251110.0	 1469408.0	 4089982.0	22904760.0	 3310158.0	 1093815.0	 2874567.0	10530550.0	 6923782.0	 9431333.0	 2678793.0	 3462185.0	11748970.0	 3064250.4	 7818392.0	 4275947.0	21899930.0	  620389.1
295.1652_34	 13654480	 24957090	 96039640	 19681240	 10165770	 23098100	124715300	 14881360	 10011950	 12795350	 37811310	 57736410	 46631880	 14748970	 12041740	 86938330	  9126348	 31034980	 32280840	144332800	  6231979
295.1906_27.7	  994244.5	12722610.0	 2103913.0	 6705561.0	  598090.0	  824456.2	   85004.8	  495500.5	  631456.9	 6516426.0	47822540.0	  365123.3	43749910.0	 8206497.0	  741764.5	 1102129.0	12463021.2	  612521.0	10135830.0	       0.0	  371231.5
295.2268_22.3	 384298.2	 262090.7	 611014.3	1358878.0	 217842.4	 286271.6	3283164.0	 910617.5	  90370.8	2437187.0	      0.0	 332679.3	3161437.0	1665171.0	4939600.0	3865690.0	1876133.4	1457590.0	2080696.0	 869895.4	1187737.7
295.9207_74.1	  78391.9	 245077.3	  18080.7	  70818.3	  66225.3	 421825.2	  18080.7	 149203.5	 538083.7	  18080.7	 184325.1	 120044.2	 991628.2	      0.0	1587904.0	  92056.2	1056351.4	      0.0	      0.0	 846257.1	      0.0
296.009_66	2396670	3315927	3818599	3549931	      0	1256705	1971830	1313430	      0	3834434	6077279	      0	2388719	 954000	3064324	3572306	2390564	 954000	2393677	5238080	 954000
296.0653_110.7	10798540.0	10774780.0	 2478636.0	11029870.0	  388258.6	 2976211.0	 4981544.0	 6474977.0	 5504052.0	 7455112.0	 5601706.0	 1306243.0	 8494966.0	 1427933.0	 7297594.0	 6953500.0	 6207990.1	 2007261.0	 2437916.0	 7276244.0	 1746416.1
296.0812_108.1	      0.0	1317142.0	1297522.0	1904913.0	2718900.0	1844467.0	1629139.0	1778935.0	      0.0	2369158.0	1799880.0	1135090.0	1954594.0	 330761.6	1710344.0	1603578.0	1273798.1	1207663.0	 825774.5	4253145.0	  43455.5
296.1692_30.4	 3238525	 3194751	14521980	 2447006	 1007259	 3460374	17558300	 2142467	 1411337	 1844370	10910200	 8962946	 8838910	 2368817	 1850115	12637000	 1393879	 5692518	 4686584	22566550	 1074964
296.2198_38.8	1778623.0	1452456.0	  23179.3	3426802.0	  23179.3	 494000.0	1392038.0	4556382.0	 571526.9	2865683.0	3395450.0	 214005.5	2029807.0	1022955.0	3469640.0	5366978.0	3876186.6	 570791.3	1829640.0	      0.0	      0.0
296.2583_24.4	 3021274.0	 1488278.0	 1473047.0	 1290361.0	  486472.7	 1215282.0	  987044.2	 2607897.0	  509519.2	 1912046.0	 5358638.0	 2709944.0	 2875696.0	  566473.7	 5217017.0	 4472519.0	13995411.7	 2437481.0	 3516152.0	 8949207.0	  858182.4
296.9835_92.5	6294484.0	8632457.0	  27422.7	3096780.0	  27422.7	  27422.7	2330308.0	3205818.0	  27422.7	3565953.0	4497910.0	1654301.0	4502491.0	      0.0	2677541.0	1261989.0	7218444.3	      0.0	1783018.0	2563018.0	      0.0
297.0692_114.4	 465370.0	 550324.1	      0.0	 587451.3	      0.0	      0.0	      0.0	      0.0	      0.0	 394592.4	1166229.0	      0.0	 730507.1	  71884.3	 293976.3	 639220.8	 168570.5	  71884.3	  71884.3	  71884.3	  71884.3
297.1269_33	  974079.6	  742511.5	 4273797.0	  610697.1	   67919.8	 1199766.0	 9213169.0	   67919.8	   67919.8	  404032.7	 5149573.0	 5115924.0	 2286274.0	  900334.2	  358221.3	 4216318.0	 1225304.1	 1715075.0	 2049429.0	11012210.0	  297575.7
297.2169_38.6	  892795.8	 1996563.0	  102997.3	12548350.0	 1052867.0	 3557816.0	 3085558.0	 1764865.0	  383742.2	 4977643.0	  102997.3	 1964011.0	       0.0	  559553.6	  723323.6	 1741869.0	 1571299.7	 3361994.0	 4323925.0	       0.0	  453464.6
298.0251_64.5	3616988.0	      0.0	2482762.0	4401530.0	5549102.0	      0.0	1532526.0	      0.0	      0.0	      0.0	1896005.0	      0.0	 131265.0	 131265.0	 131265.0	2008039.0	 131265.0	 345756.2	 131265.0	3085000.0	 131265.0
298.0527_132.5	 1855085.0	  566645.5	13687280.0	 2003064.0	  386875.0	  261871.9	 4174142.0	 1506666.0	       0.0	 1307532.0	 1551697.0	 1856417.0	 2791968.0	 1135646.0	 3437233.0	 3917242.0	  580474.7	 4246098.0	 1567153.0	 2222518.0	  841403.1
298.0641_114.9	282479.2	     0.0	     0.0	490672.3	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	 77789.1	 77789.1	 77789.1	 77789.1	 77789.1	 77789.1	 77789.1	 77789.1	 77789.1
298.0886_37.7	 1430613.0	 1385706.0	44901950.0	 1069562.0	   51826.2	 1855071.0	 1763280.0	 1593678.0	 1371584.0	 1448770.0	   51826.2	   51826.2	   58413.2	       0.0	       0.0	 1257863.0	       0.0	34132360.0	 1662672.0	       0.0	  276813.0
298.0969_143.3	 46124080.0	 42555460.0	 47066560.0	114096500.0	  1014038.0	 24676230.0	 26949810.0	109602400.0	   825084.5	180853100.0	 48342470.0	  8372408.0	 42887020.0	  3136186.0	 84485320.0	 52836420.0	 22656469.5	 29890090.0	  8675053.0	194785500.0	  2164636.1
298.0969_33.5	 2504383.0	 3412070.0	 3006183.0	10095670.0	  511752.0	 2094206.0	 4956616.0	 7221422.0	  423127.0	11951330.0	 4509555.0	  740574.5	 4566488.0	  831918.2	 5056870.0	 4839433.0	 1158650.5	 2440414.0	 1059688.0	14877540.0	  681227.0
298.097_290.5	 9042498.0	 2569772.0	15735820.0	26197000.0	 1116714.0	 5115730.0	 7662293.0	13569630.0	  684302.4	16180760.0	 9788540.0	 2295731.0	 6424754.0	 1068235.0	12414480.0	11478890.0	 2664832.5	 2780261.0	 1581909.0	32341290.0	 1079920.3
298.1158_41.8	 265441.2	  56464.3	5318753.0	  56464.3	 128526.7	  56464.3	3626178.0	  56464.3	  56464.3	  56464.3	1958315.0	3434920.0	 687418.2	4140440.0	      0.0	3045101.0	      0.0	4300738.0	1083924.0	8860201.0	      0.0
298.2742_22.7	 3101206.0	 1542211.0	 2633083.0	 1031560.0	  441807.3	 1066418.0	  984254.4	 1637815.0	  470152.6	 1073436.0	 4899590.0	 2841467.0	 2343380.0	  302263.3	 5139743.0	 3061323.0	10783531.6	 3740435.0	 2799091.0	 8383148.0	  204379.1
298.3105_26.1	 742554.8	 548093.9	 178333.7	 178333.7	 729432.8	 766493.5	 402142.2	 745880.4	 766718.7	 716134.6	 688096.5	1144385.0	 265223.0	1415856.0	1100621.0	 790843.6	1053485.6	1504025.0	1661530.0	1379303.0	 755952.5
298.9927_124.6	 913217.2	  63537.9	 804856.0	1129354.0	  41521.3	  41521.3	 892418.8	 701200.2	  41521.3	1297471.0	 892778.2	1078300.0	3227582.0	      0.0	4005638.0	 942105.0	      0.0	1233692.0	 711573.6	3359880.0	      0.0
299.056_219.4	 3657621.0	 6912403.0	 5732334.0	10505150.0	  410694.4	 3503097.0	 8232595.0	11899760.0	  512198.9	19390620.0	12129110.0	 2873292.0	12850300.0	  641225.5	 8603477.0	 9216649.0	 2883862.8	 3237155.0	 3201754.0	22788110.0	  545443.4
299.056_132.5	14523620.0	16344860.0	11084650.0	19138880.0	  980321.9	 8095194.0	30786120.0	18672620.0	 3197722.0	28413120.0	34421130.0	18205900.0	32691000.0	 1467851.0	23679360.0	28077130.0	 7728411.9	 8855489.0	10480100.0	47100210.0	 1940345.5
299.1003_135.3	 7498002.0	 6713304.0	 5388706.0	13358350.0	    3226.4	 1302915.0	 2558699.0	 5423945.0	 2493048.0	12468260.0	 3488742.0	   89382.9	 2159011.0	   85876.6	 7774670.0	 5676562.0	 4174906.3	 1839854.0	 1459307.0	16851080.0	   64518.1
299.1004_40.8	 781988.6	1560303.0	1940248.0	 791436.0	  23988.0	1418863.0	4675374.0	1219420.0	1114110.0	1103314.0	1750238.0	2948185.0	2445185.0	 469799.4	 971495.1	2509228.0	1177824.6	1023480.0	1095418.0	4061042.0	 659016.3
299.2007_27.2	 487089.4	 796200.1	  17589.4	 586062.9	  17589.4	  17589.4	1317604.0	 924298.0	  17589.4	 817054.7	 619027.5	1142132.0	1261651.0	4830538.0	 851686.1	3454521.0	 870089.3	  21641.6	1588383.0	  21641.6	 921535.1
299.2774_26.1	1010199.0	 195205.2	 729101.0	 106356.7	3699394.0	 485202.1	 478746.9	  72693.0	  89169.3	3832853.0	 705302.9	 401902.4	 704033.5	 611358.4	 640543.0	 473629.1	 937451.9	 781982.5	2658691.0	1178264.0	 489251.5
299.9022_49.4	1309062.0	1744749.0	3893678.0	1409682.0	  23035.4	 933583.9	4235642.0	 941833.0	 148248.0	1207961.0	1977570.0	1146390.0	2959729.0	 485192.6	2462520.0	3891457.0	 622459.0	1731994.0	1693458.0	6628016.0	  69535.4
299.9622_72.7	2004850.0	4528950.0	2659979.0	3427043.0	  17140.5	  17140.5	2880872.0	4720735.0	  17140.5	4935223.0	2063630.0	  17140.5	2468391.0	      0.0	3543894.0	1432083.0	2912175.6	      0.0	 193911.8	6111763.0	      0.0
300.01_69.1	1505811.0	2762451.0	 623723.2	7401951.0	  24594.8	  24594.8	1314598.0	3019165.0	  24594.8	  24594.8	2452419.0	1255130.0	      0.0	      0.0	2249472.0	1799947.0	1889231.5	      0.0	 359795.8	      0.0	      0.0
300.0593_132.8	 450502.0	  37127.8	  37127.8	 177677.3	  37127.8	  37127.8	1808993.0	  37127.8	  37127.8	1008730.0	1467548.0	 269702.1	3214498.0	      0.0	 473492.3	2998976.0	 299574.7	 118665.7	  97894.5	2385300.0	      0.0
300.1076_36.9	 783420.7	1882125.0	1556614.0	1922288.0	 251614.4	 948407.4	1507966.0	1536621.0	  33661.6	2172330.0	1303814.0	 800393.7	1241673.0	 292976.2	1194216.0	2094163.0	1103261.5	 473781.8	 474826.0	2089360.0	 117560.4
300.1297_121.9	 20727.9	 50724.2	733679.9	 20727.9	 20727.9	 35109.4	998615.5	 20727.9	 20727.9	 31016.4	312013.7	269275.0	378325.6	237934.5	     0.0	821346.8	 37793.8	224459.4	319595.1	984045.3	     0.0
300.1918_36.7	1258695.0	1783854.0	7979313.0	 622926.6	  21350.6	 777205.5	6791293.0	1296102.0	1613872.0	1344367.0	2978190.0	2657449.0	 752069.7	 381690.2	1151247.0	3855483.0	 960790.6	2741796.0	2447349.0	8675076.0	1605693.3
300.9366_133.9	  96872.3	3458539.0	  96872.3	2480637.0	3868566.0	  96872.3	3454965.0	4023967.0	4522283.0	7027862.0	4431584.0	  96872.3	      0.0	4601978.0	6159527.0	4626528.0	      0.0	 805849.3	3442607.0	      0.0	4033729.8
301.0516_134.2	  518046.7	  775966.5	  588427.3	 1100385.0	  114181.5	10262020.0	 1703597.0	 2523906.0	  129873.6	 2296307.0	  580444.5	 1326953.0	 3012428.0	       0.0	 2832438.0	 1905378.0	  980576.7	 1327419.0	 1883160.0	 3473192.0	 1364963.2
301.1191_30.2	10596470.0	11561770.0	18196100.0	15947650.0	  530014.1	 1972778.0	 6833663.0	 8356765.0	  406799.4	13820610.0	 5556426.0	 2936534.0	10007340.0	  431125.0	12115280.0	 6020601.0	 3586703.4	18000860.0	 4350176.0	 5682345.0	  422079.1
301.1529_29.4	 578295.7	 369084.3	 886137.8	8011895.0	 478439.3	 566311.1	2265666.0	1514831.0	 776778.5	 640434.0	1704071.0	1547450.0	1660531.0	 505198.5	2049367.0	2396987.0	2735510.1	 739500.9	 923886.2	3735050.0	 165899.9
301.1646_27.1	 278450.3	3265377.0	 361232.0	 370271.9	 638504.7	1130263.0	  70100.8	1413996.0	 891995.5	 360361.7	  83622.1	 752713.9	 270749.7	2007591.0	2330541.0	      0.0	      0.0	1084815.0	1046401.0	      0.0	      0.0
301.1737_66.7	 4342680.0	 5210378.0	 1416831.0	 3375900.0	 2732567.0	       0.0	  905056.3	 1718800.0	       0.0	 1114201.0	 4929472.0	 5818594.0	  222523.9	   99560.6	 8484258.0	  647161.3	10312287.9	  272803.6	 7582284.0	  713212.6	   99560.6
301.2163_26.1	1451770.0	1559580.0	 415935.8	1109019.0	1432756.0	 354824.1	 915974.6	2119895.0	 132501.0	2758200.0	1268469.0	1122523.0	5361580.0	1499411.0	4879510.0	2414703.0	3958733.9	1149469.0	5085433.0	2108890.0	1489732.8
301.8873_66.9	1399746.0	 113750.8	1454606.0	6313139.0	1050618.0	4374338.0	3813960.0	4887518.0	2572451.0	5029689.0	2537281.0	4790750.0	 157398.9	3894050.0	3525648.0	6009031.0	1379012.6	3598276.0	1047406.0	8080568.0	 947201.7
301.8999_49.2	4623634.0	  68564.2	1662836.0	3004546.0	  68564.2	 434805.2	6355012.0	2320394.0	  68564.2	  68564.2	1156535.0	 276755.0	3772240.0	      0.0	 156353.4	1214131.0	2542665.8	5252364.0	2790981.0	2836854.0	      0.0
301.9414_69.9	3488444.0	2019070.0	3167646.0	3031046.0	  85512.4	  60307.4	2071122.0	3531297.0	  90135.4	5748875.0	2553700.0	2008932.0	3359752.0	 274255.1	6501874.0	3676096.0	4525170.0	1297066.0	1141144.0	8600270.0	      0.0
302.063_124.8	1495277.0	  23843.6	 789854.8	3846177.0	  23843.6	 971634.4	2349071.0	2253125.0	  23843.6	3667164.0	4002148.0	1216459.0	2407915.0	      0.0	2060062.0	2496124.0	1771620.1	1359180.0	      0.0	5639095.0	      0.0
302.1235_37.8	4437007.0	4110023.0	8796943.0	3039744.0	  31851.9	 404502.6	2765930.0	3626477.0	  31851.9	3441411.0	1296329.0	 172981.8	3742499.0	 354830.1	4359022.0	2427118.0	1989158.1	5208422.0	1745152.0	5886616.0	 354830.1
302.15_37.6	5334942.0	5336216.0	7056428.0	3932880.0	   3184.7	2930206.0	   3184.7	2804779.0	   3184.7	3366264.0	   3184.7	   3184.7	  89256.5	 319707.3	5043385.0	  89256.5	3521280.8	4994159.0	  89256.5	  89256.5	  89256.5
302.1823_102.8	  35997.8	  35997.8	1898978.0	  35997.8	  35997.8	  35997.8	  35997.8	  35997.8	  35997.8	  35997.8	  35997.8	  35997.8	      0.0	      0.0	      0.0	      0.0	      0.0	      0.0	5475862.0	2945328.0	1652616.4
302.1962_28.2	15859200.0	19968760.0	10414970.0	22720450.0	23972670.0	 5247320.0	 2635234.0	14692240.0	 5130018.0	13582060.0	 3258272.0	 8629663.0	14976730.0	12917170.0	13455550.0	10032830.0	19294079.7	10567910.0	 1457251.0	  434671.6	 6531113.2
302.2074_34.3	  1687660.0	   523466.3	 75906010.0	  1193413.0	  9158427.0	  7675693.0	123202500.0	  1081815.0	 12933150.0	  1908022.0	 45081690.0	 40169460.0	 15111000.0	 13097680.0	   238172.1	 48064580.0	   451407.3	 25864930.0	 28392580.0	127874100.0	  5701464.1
302.2196_25.9	      0.0	      0.0	      0.0	 176417.9	      0.0	      0.0	      0.0	 458830.8	      0.0	2003195.0	      0.0	7851861.0	1076912.0	 241794.8	1000331.0	 241794.8	 840012.6	 241794.8	1186193.0	 241794.8	 241794.8
302.9871_64.9	2047871.0	 682427.0	1871391.0	2406710.0	  36430.3	 746829.7	 769528.0	1312858.0	 182885.3	 613047.5	  73231.8	 106030.2	1644528.0	 676461.0	 484661.6	1975296.0	1006489.4	  89586.8	 109362.5	1936942.0	  85647.3
303.0071_70.7	      0.0	2657033.0	      0.0	 946618.7	      0.0	      0.0	      0.0	 699256.2	      0.0	1725471.0	1418225.0	1224809.0	1664696.0	  48382.5	 779389.2	 646164.7	 509985.4	  48382.5	  79257.2	2614198.0	  48382.5
303.1451_91.8	  590205.8	   51156.7	 3596906.0	   51156.7	   51156.7	  280332.2	 2864952.0	   51156.7	   51156.7	   51156.7	 1582046.0	 1363557.0	 1370609.0	 3628147.0	12238190.0	 1207941.0	   46755.9	  663156.6	  501803.7	 2924559.0	   46755.9
303.1773_121.1	 4109238	 6682583	12139770	 3052014	 1595106	 4642235	16720860	 2208268	 1394328	 9323861	 9471170	 6603546	10598180	 3073057	 4885682	12752420	 4220284	 8884507	 5897585	27449550	 1440514
303.18_29.3	 596396.6	  51993.6	  51993.6	1405371.0	  51993.6	1855290.0	1733215.0	1172255.0	 438847.3	1529420.0	 667734.5	 574577.6	      0.0	 268952.4	1358967.0	 769584.3	1258304.6	      0.0	      0.0	2960656.0	1399585.1
303.1996_31.8	2075972.0	2314362.0	  71928.7	3104319.0	3543043.0	 747920.1	  71928.7	1568830.0	 499511.8	1561048.0	  71928.7	1551338.0	1743946.0	1829990.0	1310532.0	1601148.0	2793149.9	1021508.0	      0.0	      0.0	 525833.3
303.2028_98	  13680.2	  13680.2	1579980.0	  13680.2	  13680.2	  13680.2	3883079.0	  13680.2	  13680.2	  13680.2	 876568.8	1037393.0	 730053.6	      0.0	      0.0	1441622.0	      0.0	 726003.5	 780085.2	3169803.0	      0.0
303.2109_33	   52354.9	   52354.9	 9698166.0	   52354.9	  703271.2	  881277.6	13082950.0	   52354.9	 1319284.0	   52354.9	 4101387.0	 4665986.0	 1143830.0	 1346290.0	       0.0	 5449320.0	       0.0	 2245453.0	 2918288.0	14843030.0	  742836.5
303.2317_22	 2905018.0	 2934654.0	 1538305.0	 1357668.0	 1128372.0	  541657.5	 1036540.0	 3274259.0	  141737.4	 4710110.0	 2012611.0	 2535682.0	 6735383.0	 2390752.0	10243440.0	 5640177.0	 6399135.1	 3493886.0	 7528984.0	 6017580.0	 2259930.7
303.9131_222.6	1483497.0	2903695.0	1336228.0	1249438.0	1263565.0	 514039.5	1335052.0	 257695.4	 102638.0	2884113.0	2212241.0	 224080.0	1822837.0	1724181.0	1273671.0	2774816.0	1082596.6	      0.0	2050701.0	 906242.9	1513443.4
304.0165_73.1	 1898482.0	 5880583.0	 4348380.0	 5797978.0	       0.0	 1313356.0	 2144761.0	 3431277.0	       0.0	 8656800.0	 2012739.0	 1563821.0	 2839657.0	   62907.5	 1593780.0	 3162317.0	 1330710.8	 1316967.0	 1027547.0	10682780.0	   62907.5
304.0322_125.8	10055380.0	17691710.0	 6974702.0	23058200.0	  103707.7	 1377377.0	 5956403.0	13980660.0	  103707.7	16916940.0	 7608868.0	 9250823.0	 9026622.0	 2260594.0	26015190.0	 6234924.0	14603227.2	 3311844.0	 3560905.0	17851720.0	       0.0
304.1619_109.4	13911020.0	21919400.0	10514180.0	10449710.0	 1916408.0	 4097857.0	17775000.0	 5653410.0	  966764.9	 7098565.0	 7213138.0	 5124542.0	 9979450.0	 1698928.0	 5810152.0	 8768160.0	 4751612.4	 5900395.0	 4887189.0	20220240.0	  726047.1
304.1649_32.8	  843738.5	 1006560.0	18773180.0	   50430.2	 1201060.0	 4445243.0	20472270.0	   50430.2	  766543.1	  653067.4	12482850.0	 8489758.0	 9381418.0	 2157925.0	  582208.4	15198800.0	  586375.1	 5248071.0	 4040296.0	24648560.0	  885158.9
304.1809_125.4	 334567.0	 588880.8	 952972.7	 265687.6	2001266.0	 325956.8	2072290.0	 173035.9	 124692.3	 863566.9	 827621.5	 724808.4	1389041.0	 992688.8	 273167.4	2099172.0	 220595.3	 886288.8	1018435.0	5598856.0	4742133.9
304.1867_42.1	   19381.5	   19381.5	 9216504.0	   19381.5	 1216319.0	  967019.1	18421040.0	   19381.5	 1358824.0	   19381.5	 5221024.0	 5315555.0	 2253299.0	 1212328.0	   46589.0	 6300144.0	   46589.0	 2812707.0	 3133671.0	19194020.0	  485200.4
304.2352_25.6	 954959.1	 383825.0	      0.0	 232713.9	  12710.8	 247870.1	 519500.1	 506825.8	 211485.0	 543918.3	1188308.0	 717153.2	1297100.0	 457006.0	1799775.0	1039224.0	 845194.1	 677043.6	1369082.0	 342842.5	1399343.7
304.9133_48.1	 564197.1	 556028.5	2292493.0	8465418.0	 769597.5	 952918.8	 682391.4	 694142.4	1159362.0	 853626.8	 414690.2	 471407.4	2450753.0	 503878.1	1267554.0	  67489.3	4415066.4	 117432.0	2406437.0	 460252.4	2230561.9
304.9738_19.2	 1108.6	 1108.6	 1108.6	 1108.6	 1108.6	 1108.6	 1108.6	 1108.6	 1108.6	 1108.6	 1108.6	 1108.6	14197.9	    0.0	    0.0	    0.0	    0.0	    0.0	85793.9	    0.0	    0.0
305.0336_294.1	 834694.7	 786950.4	   8634.5	1776088.0	   8634.5	   8634.5	 750767.1	 845688.6	   8634.5	1577124.0	 932489.9	   8634.5	1543322.0	      0.0	 274541.5	 648262.2	 788583.2	      0.0	 248166.2	1298575.0	      0.0
305.1467_71.1	  35223.7	 476688.9	  35223.7	  35223.7	  35223.7	  35223.7	1570453.0	  35223.7	  35223.7	  35223.7	  35223.7	  35223.7	 244849.5	      0.0	      0.0	      0.0	      0.0	1555077.0	      0.0	2253969.0	      0.0
305.1647_110.3	2169568.0	2236237.0	1520228.0	2324280.0	      0.0	      0.0	1627535.0	4093919.0	      0.0	2041216.0	      0.0	 710624.3	 425567.8	5108397.0	 397555.6	1027976.0	 656335.5	 459599.7	 205941.6	3482569.0	  30905.5
305.1692_33	  53477.1	  53477.1	2853348.0	  53477.1	  53477.1	1411649.0	2960176.0	  53477.1	  53477.1	  53477.1	1944300.0	 646591.2	 758668.4	 672330.8	      0.0	2302625.0	 809516.9	 753345.1	 726109.0	2848890.0	      0.0
305.1817_122.8	  902621.5	  720463.4	 4724483.0	 4521922.0	  602219.0	  795083.9	10460140.0	   22661.3	   22661.3	   22661.3	 2931002.0	 2720750.0	 2255779.0	  512717.4	       0.0	 3556846.0	       0.0	 3220491.0	 2238612.0	10631390.0	       0.0
305.2472_22.5	 785109.5	 270022.7	 199873.7	 366295.0	   9037.3	  80273.4	 434984.4	 600216.6	      0.0	 721861.6	 605491.3	 404773.8	 983445.5	 423107.4	1980413.0	1267222.0	 663689.5	1229708.0	1446090.0	1095316.0	 259341.8
305.3774_110.5	1123107.0	 934583.0	 950697.6	 644112.7	   3620.2	   3620.2	 789812.3	 640094.4	   3620.2	 907230.2	 710943.9	 283665.4	1026735.0	    418.2	 985177.3	 373728.9	    418.2	 344399.3	 223501.2	 927639.1	    418.2
305.9483_65.3	10920920.0	  553750.5	  618535.2	  314444.8	 3116603.0	  690659.5	10511880.0	  458883.1	13300840.0	  377732.2	 1531427.0	       0.0	  912088.5	24116730.0	17036700.0	  984996.9	 5721544.9	  940654.9	  676842.4	  354049.2	 2045812.0
305.9747_83	12807820.0	18621090.0	 4717128.0	19955680.0	  185975.3	 4635422.0	 8618685.0	12611480.0	  185975.3	17474730.0	 9698683.0	 3306856.0	12084560.0	       0.0	12849010.0	 8668310.0	 9004558.6	 1934944.0	 3183093.0	14925920.0	       0.0
306.0755_222.8	 2697452.0	 4354096.0	 5218358.0	 6366032.0	       0.0	 2000192.0	 5021031.0	 7229488.0	       0.0	13220760.0	 8014765.0	 1327773.0	 7934936.0	  441266.2	 5021590.0	 5531680.0	 1935457.3	 1735954.0	 2991636.0	15102290.0	   85872.9
306.1441_39.5	  358209.4	 1442836.0	10413940.0	   28850.8	   95110.0	 2067842.0	 7620234.0	   28850.8	  732834.4	 7608208.0	 4063298.0	 2433867.0	 4929132.0	 1212088.0	       0.0	 8538724.0	  539185.2	 3338570.0	 1504996.0	 9473646.0	  482473.5
306.1596_94.1	  56114.0	 418050.7	2409564.0	  56114.0	1417558.0	2142105.0	2467656.0	  56114.0	 484604.6	  56114.0	1299977.0	2051708.0	 713113.8	1088070.0	8392793.0	1648996.0	1240866.1	 720921.9	 876783.9	3650802.0	 231280.8
306.902_47.9	 8587765.0	10959410.0	  633821.9	 2577357.0	  633821.9	  633821.9	31024930.0	 1473908.0	  633821.9	 2337667.0	13948700.0	21172570.0	20263960.0	       0.0	       0.0	22668550.0	 3125004.3	       0.0	19954180.0	 7274359.0	       0.0
307.0432_99.9	3720746.0	5060037.0	1976860.0	4988161.0	  42744.8	 973884.8	1684175.0	3215328.0	 126303.0	4746764.0	2394389.0	 905356.0	3146802.0	 601605.8	2653240.0	1770040.0	2021468.1	1358734.0	 764336.9	3992643.0	 555492.5
307.0436_46	 8327798.0	 8464667.0	 1087332.0	14752120.0	   19142.1	 2877124.0	 3636596.0	17849760.0	  758813.5	13085420.0	21959970.0	11205270.0	 8756397.0	 2329929.0	18169810.0	13763920.0	 7636051.9	 1572631.0	 7667450.0	25042560.0	 1540947.7
307.0832_263.1	  6741157.0	 14889000.0	 69149350.0	 44471350.0	  3084501.0	 13206700.0	 25591170.0	 26168200.0	   534902.1	 62813210.0	 76105080.0	  8095433.0	 37687680.0	  4175926.0	 28545900.0	 28038080.0	  4661661.6	 17910620.0	  4754619.0	113759100.0	  3426993.3
307.115_29.4	1178262.0	1156667.0	  42331.6	1163723.0	  42331.6	 918675.7	  42331.6	1300160.0	1062977.0	 467314.3	  42331.6	1029960.0	1097780.0	1133766.0	 734074.4	 664589.1	 571229.0	      0.0	 503870.0	      0.0	      0.0
307.2404_37.9	5277351.0	3396292.0	  37762.3	3602444.0	  37762.3	1158492.0	3834006.0	3292475.0	 619100.7	3719768.0	3327310.0	2297796.0	6136246.0	1815014.0	4527869.0	 391160.6	1069829.3	1456071.0	1992476.0	 516636.2	 892538.2
307.5821_248.8	     0.0	154241.6	 62089.8	 60119.6	     0.0	     0.0	164148.3	 38707.1	     0.0	 55275.2	 51239.5	     0.0	 36435.6	  3658.5	 44680.4	  3658.5	  3658.5	 86762.8	  3658.5	  3658.5	  3658.5
307.585_257.5	 1254005.0	 1794923.0	13543260.0	 7635783.0	       0.0	 1689953.0	 3735144.0	 5438586.0	 2620716.0	10786150.0	14196510.0	 1655816.0	 6854025.0	  959946.3	 4226110.0	 5155233.0	 1304200.0	 2926281.0	 1155301.0	23195170.0	 1473471.1
307.9053_43.3	1675118.0	4533393.0	3290381.0	4162931.0	 888741.7	  72712.3	1766841.0	3284778.0	1030009.0	5720378.0	3817298.0	1522944.0	4064595.0	 981493.1	3519157.0	2389032.0	2240727.4	1486462.0	1655362.0	7961875.0	  51804.2
