feature	VK_170831_025	VK_170831_037	VK_170831_043	VK_170831_073	VK_170831_079	VK_170831_103	VK_170831_115	VK_170831_163	VK_170831_169	VK_170831_175	VK_170831_187	VK_170901_037	VK_170901_055	VK_170901_061	VK_170901_091	VK_170901_097	VK_170901_121	VK_170901_139	VK_170901_151	VK_170901_163	VK_170901_175
strain	daf16	daf16	daf16	daf16	N2	daf16	N2	daf16	N2	daf16	N2	N2	N2	N2	daf16	N2	daf16	daf16	N2	N2	N2
85.076_105.5	5585407	5013124	5348859	5752740	      0	      0	4878606	3020690	      0	4176742	3680471	      0	 185597	 185597	3797035	1984804	1380490	1179407	 185597	6828248	 185597
85.0841_109.1	 9889882	13703820	15426840	13718980	 5111073	10262360	14071020	10592390	 6828938	14664800	 6709312	 6752057	16339860	 3356110	 8601424	12515480	 6401807	 8744970	 7257359	17835080	 6936999
85.6096_43.5	3634706.0	6764168.0	4639933.0	      0.0	1065767.0	1550710.0	5215483.0	1682855.0	 857358.3	6404996.0	2999306.0	 668701.5	1602681.0	 978209.1	 620338.5	8517831.0	1263624.0	1920221.0	 322957.2	4824545.0	 394959.4
86.06_35.1	3607931.0	4502871.0	4419213.0	4702562.0	1639467.0	2483111.0	2692684.0	3911215.0	1847054.0	3262255.0	 938626.9	1209736.0	2387138.0	 928062.9	3021218.0	1518699.0	1411390.5	3325309.0	1795012.0	3665220.0	1715273.9
86.0819_44	1014096.0	1140126.0	4412343.0	  15548.0	  15548.0	 781236.0	3600012.0	 170144.6	  15548.0	 270241.1	1504257.0	1114244.0	2265899.0	 275092.7	 462014.0	3284494.0	 279525.9	2022096.0	1224358.0	4712321.0	  11219.9
86.0914_44.2	2732078.0	  82501.9	1670319.0	4916328.0	 117314.5	 531079.9	2066270.0	  82501.9	  82501.9	 507052.9	1080997.0	1909110.0	1452964.0	 299514.2	2895644.0	1792774.0	5947767.3	1273212.0	 804387.9	3432665.0	      0.0
86.0964_53.4	 300675700	 325885100	1146020000	 258807300	  83010690	 240396500	 879372600	 180817600	  57712660	 246141900	 422810900	 284103100	 579746300	 142548400	 200093900	 767761300	 122756975	 529683300	 332603300	1162519000	  45186799
86.1014_44.3	1094921.0	1030227.0	2739401.0	  61430.1	  61430.1	 602981.1	2281992.0	 135376.7	  61430.1	 137936.8	 969698.2	 796986.1	1343414.0	 149294.6	2099356.0	2391403.0	  55385.6	 861653.9	2714833.0	3221921.0	      0.0
86.1109_44	2560293.0	2772294.0	4796324.0	3686562.0	 207504.2	 801669.6	3673417.0	2523713.0	 950817.0	3106114.0	1561015.0	1053009.0	2318285.0	 588361.5	 777559.7	3244761.0	2835922.3	1828786.0	1432486.0	4767328.0	 290281.6
86.353_43.4	  31243.8	  31243.8	4447087.0	  31243.8	2455400.0	1565154.0	4154948.0	  31243.8	  31243.8	  31243.8	  31243.8	1248903.0	      0.0	1772161.0	      0.0	      0.0	      0.0	2986061.0	1637115.0	      0.0	 553011.3
86.6651_45.5	 678276.8	1587219.0	4936249.0	2839242.0	  27416.7	  27416.7	1577004.0	 238561.8	  27416.7	2009315.0	 871432.9	 165073.7	 947420.8	      0.0	 452722.9	2127005.0	 212693.4	3483110.0	1131199.0	2318034.0	2950731.2
87.0441_31	4382232.0	5257530.0	2596348.0	4743505.0	1165473.0	1319282.0	2293113.0	4638747.0	1285241.0	5545471.0	2975926.0	1628928.0	3762143.0	 545716.4	3580318.0	4183441.0	2295637.5	3755797.0	5213722.0	4164618.0	1361635.2
87.0791_106.2	2049641.0	2079153.0	1649198.0	1965348.0	  22124.7	 343285.6	1455614.0	1090996.0	7181095.0	1515225.0	1751142.0	 575276.7	1551389.0	  42125.0	1640532.0	1765622.0	2831519.0	 673066.9	 478571.8	2972113.0	  42125.0
87.0934_43.3	 1040542.0	 1421907.0	 3043329.0	10486610.0	  732063.2	 1308946.0	 2718319.0	 2439175.0	  689707.2	 1271767.0	 1384500.0	 1241542.0	 2016018.0	  934765.8	  946458.2	 3336289.0	  934751.2	 1587747.0	 1523085.0	 4058623.0	  471634.1
87.0998_41.7	18140210	19456330	74817850	15709290	 5251668	14913910	56394510	10933850	 3368760	14599600	26706000	17785390	36833830	 8959260	12185770	49485760	 7661764	35468230	20969340	72051640	 2829919
87.1583_110.9	1350718.0	1324769.0	1276953.0	1229496.0	      0.0	      0.0	1256359.0	 950458.0	      0.0	 905895.6	 791326.2	 422389.7	 692547.1	  43936.0	2606066.0	 665961.6	 423884.6	1893118.0	 683561.6	1293437.0	  43936.0
87.4218_44.4	 231456.2	7399386.0	3225870.0	  53220.8	  53220.8	 266564.8	2304355.0	2257874.0	6598013.0	1934410.0	  53220.8	 419887.9	      0.0	 101145.4	2386248.0	6070408.0	2285235.5	 538762.1	  19019.8	      0.0	      0.0
87.8474_35.1	 697511.3	 620213.3	   3532.8	 752459.0	   3532.8	   3532.8	 291681.1	 805996.0	   3532.8	 682193.6	 384505.1	   3532.8	2862029.0	  17624.4	 290185.3	  17624.4	 153651.2	  17624.4	  17624.4	 529549.9	  17624.4
88.0216_176.6	 8248180.0	20968550.0	24175400.0	30469930.0	  836592.3	 2964157.0	29489480.0	15804800.0	  336909.4	32442520.0	26533680.0	 4898700.0	37329570.0	  162037.5	17251080.0	21873540.0	 5970278.6	 4307761.0	 5649315.0	41486330.0	  546547.6
88.0391_86	4723847.0	4625724.0	2454178.0	3218396.0	 224981.5	1835660.0	2243198.0	1857669.0	 464034.0	2254704.0	3793748.0	1477023.0	3739631.0	1404395.0	2306108.0	2578590.0	4900831.8	1695255.0	2419991.0	3962536.0	1765150.2
88.0631_102.2	13388080.0	12740200.0	 6993271.0	13765210.0	  711484.1	 3081445.0	11744180.0	 8474014.0	  508990.4	10559710.0	 9913213.0	 2189762.0	 9659987.0	 1140338.0	 9371702.0	 8053102.0	 3425145.5	 3599276.0	 3798030.0	16707960.0	  993294.9
88.5648_105.7	 848973.8	 856998.7	1621188.0	1140340.0	  68760.5	4055122.0	1098604.0	 947431.8	  68760.5	 630251.0	1561478.0	 601264.3	1151964.0	3097196.0	1233469.0	1300214.0	2984292.4	 403699.2	2922562.0	 533851.4	      0.0
89.0382_175	10800120.0	18931210.0	21572960.0	25388930.0	       0.0	 4040008.0	26113090.0	16103340.0	       0.0	32158450.0	29954810.0	 2685132.0	27175190.0	 1559219.0	16518690.0	18831650.0	 4413042.0	 6401081.0	 6459035.0	46394990.0	  697192.7
89.0727_36.3	3994715	3920777	2547675	4374710	2032986	3166656	3989295	5783203	2259722	3118735	2328381	2828124	2376584	1965129	2940362	5280118	1435006	3888492	1376270	2039756	1986464
89.1073_96.6	19608430.0	25269060.0	13716030.0	28415700.0	 1686616.0	 5429212.0	 8216024.0	14079590.0	 1348131.0	33879780.0	16683380.0	 3287484.0	22923980.0	 1244038.0	15147220.0	15170320.0	11533476.8	 6189134.0	 3137726.0	27192060.0	  981290.6
89.1073_291.8	2870501.0	5099322.0	2347231.0	4569012.0	   4341.9	   4341.9	1105603.0	2569754.0	   4341.9	5609085.0	3224096.0	 748584.9	4416716.0	  39016.4	3571552.0	3294440.0	1498026.0	 950401.3	 637096.6	6719545.0	  30529.6
90.0496_72.2	1115809.0	1793701.0	1368044.0	2296082.0	      0.0	      0.0	1012245.0	1420220.0	      0.0	2713615.0	1140814.0	      0.0	 946751.4	 111285.8	1423525.0	1351094.0	1688976.4	 111285.8	 111285.8	3366832.0	 111285.8
90.055_63.2	 511924400	 825391700	 445914500	1056646000	  25199540	  90827450	 454615800	 753773900	  19090090	1164844000	 356422200	  95142960	 524366200	  42276360	 635016800	 462189800	 419126336	 179296800	 126507600	1189733000	  25320613
90.0705_71.1	2039407.0	3715079.0	1758115.0	4476237.0	  11287.8	  11287.8	1447488.0	3076211.0	  11287.8	5131966.0	1002833.0	 425932.8	1844037.0	  21760.2	2712856.0	1609917.0	1244714.3	 482005.9	 301324.7	4811732.0	  21760.2
90.1107_96.9	 566577.5	 811248.6	 630812.9	 912783.3	  18284.0	2504112.0	 214449.5	 772239.6	  18284.0	 690033.1	 555215.6	  18284.0	 820548.7	  34405.4	1287521.0	1279472.0	  50784.4	  34405.4	  34405.4	3715166.0	  34405.4
90.5204_241.1	3296080	2152768	2643331	1204609	3508513	4638833	5693186	7137123	3712581	5966549	6151279	4102694	3072841	4136881	5705017	7364360	5579399	3713226	4424513	5975237	1317417
90.5314_248.2	3953608	4678741	4691424	2984347	4623104	4789804	1585159	5605225	2838011	3602548	4784484	4849384	4789499	7044190	2246170	4615736	4088860	6157667	4617996	1457093	4665622
91.052_70.7	1732691.0	2107860.0	1003579.0	2832828.0	  42163.5	  42163.5	 860655.3	2006216.0	  42163.5	3568456.0	3472947.0	 148326.9	5083291.0	      0.0	2199420.0	1109315.0	1042731.4	  27464.2	  19396.6	4077734.0	      0.0
91.0582_67.4	20274840.0	30774280.0	16852580.0	37402430.0	  295926.8	 3837941.0	17013010.0	27304930.0	  166758.0	46013380.0	12985540.0	 3327002.0	17883800.0	 2155242.0	23500210.0	16320160.0	14119076.1	 6078553.0	 3952063.0	39882790.0	 2771578.4
91.0947_20.6	 5774768.0	  216738.0	  253094.9	  163721.5	  145629.2	 4329099.0	  158104.6	13714100.0	       0.0	 1728088.0	 4944065.0	 1070082.0	 9625119.0	 1089390.0	 3229559.0	19721870.0	  313600.0	 2911402.0	  306223.8	  249654.4	  313503.2
91.528_243.9	1889163.0	2602793.0	3345037.0	3370142.0	3636644.0	1140012.0	 168769.4	3810323.0	1701287.0	3499070.0	3823806.0	3249727.0	2641749.0	3886849.0	3721701.0	3423666.0	1703780.0	2426896.0	1103621.0	5091594.0	 922989.1
92.0286_43.5	1841869.0	6884904.0	5274202.0	1933297.0	1021330.0	 891238.5	6110632.0	 856560.6	 963690.0	4018293.0	4075952.0	 776642.5	3788276.0	 731778.3	 688146.6	3879810.0	 376094.4	5877597.0	 594425.2	2001470.0	 676084.7
92.0495_29.6	 500291.8	 947684.6	 827454.4	1091591.0	  36177.5	 590958.8	 468222.6	 846768.0	  36177.5	1473039.0	 664585.8	  36177.5	1443498.0	 607540.6	2397399.0	2479350.0	1186379.3	 600349.7	1472590.0	1998614.0	      0.0
92.0592_71.5	1996132.0	2921980.0	1942038.0	3949230.0	  41489.7	  41489.7	1603642.0	2832973.0	  41489.7	4867655.0	1055946.0	  41489.7	1994181.0	      0.0	2409779.0	1505982.0	2061678.8	 891166.9	3243152.0	4417761.0	      0.0
92.3122_105.6	10817	10817	10817	10817	10817	10817	10817	10817	10817	10817	10817	10817	    0	    0	    0	    0	    0	    0	    0	    0	    0
92.4652_62.5	1079391.0	1491198.0	      0.0	 505632.0	      0.0	      0.0	      0.0	4423152.0	      0.0	2086845.0	2022755.0	      0.0	 678248.2	 123835.2	 750385.7	 658518.9	 766994.1	 123835.2	 123835.2	1135852.0	 123835.2
92.5141_27.3	 954875.2	 349252.0	  29119.1	 638224.8	 445818.7	  29119.1	  29119.1	 541929.3	 580339.8	 549227.5	 694458.0	 913298.6	 628757.0	 523860.0	 439110.8	3383203.0	      0.0	 989661.8	 766440.7	 538015.2	 519268.4
92.5223_256.5	43381830	36876730	22379270	38889180	50694930	35953160	47043110	26938990	23798840	51037390	42888810	48024340	38759670	67426230	56569410	54583160	57153501	47707540	47062870	54745090	46337732
93.0447_97.3	11456340.0	13460530.0	 8129724.0	17238300.0	  296342.8	 1485383.0	 9792943.0	 9470133.0	  812657.7	16390790.0	 9568896.0	 1841025.0	10215430.0	 1356434.0	11282160.0	 8213376.0	 5047403.0	 3318734.0	 3451050.0	17322930.0	 2332287.1
93.0447_33.8	 232371.4	1102310.0	2635855.0	 869442.2	 547003.4	 409636.8	 669827.0	 926481.1	 576458.1	2218714.0	 227269.2	 201095.3	1407178.0	 955339.5	1155598.0	 764900.5	      0.0	2466494.0	 390336.3	 989517.6	 540139.1
93.0699_30.3	2103610.0	3936381.0	5426711.0	3577621.0	1709667.0	1993681.0	5230297.0	3007607.0	 968072.5	3882719.0	3834066.0	2092686.0	4103207.0	1505368.0	1715367.0	4538823.0	4816980.4	3031417.0	1448710.0	7310257.0	1064139.6
94.5023_285.2	  51967.9	  51967.9	  51967.9	  51967.9	  51967.9	  51967.9	  51967.9	  51967.9	  51967.9	 350294.3	  51967.9	 338492.5	 195588.5	 553100.4	1469289.0	 382424.0	 439561.6	      0.0	 429273.1	 160350.7	 458473.9
94.9295_45.4	 6203170.0	   24492.7	 5324059.0	 2513950.0	 2934545.0	 3834738.0	 1401961.0	 4656950.0	   24492.7	 4582618.0	11917080.0	 4719267.0	 8199548.0	   26932.3	 2058911.0	 6782993.0	 3997105.7	 6669274.0	 4791379.0	 8486486.0	 1061563.7
95.0604_103.4	22902690	25739230	12010670	24493970	 2006087	 5549547	15300480	19301690	 1942252	25495010	20397370	 3581135	19894860	 2431137	20011170	17952670	10637291	 8808772	 6593602	32221670	 1561171
95.5229_39.6	  67454.8	1114861.0	 640427.5	1370383.0	 220294.5	 630303.7	2257267.0	1117931.0	1959491.0	1108773.0	1375926.0	 975755.4	 700814.7	 462405.7	 672873.7	1251867.0	1139022.7	 757240.0	 751535.9	1182006.0	      0.0
95.5229_253.8	2159456.0	2363838.0	3710248.0	1989436.0	 771126.0	1304450.0	1975851.0	      0.0	1863665.0	2473773.0	 488909.9	2334091.0	 643616.7	 943495.8	1208664.0	1462186.0	1450656.7	 559534.0	1247312.0	2638388.0	 235442.7
95.5455_264.6	4675743.0	3545568.0	5563159.0	 113202.1	7845490.0	 113202.1	 113202.1	2399138.0	8763350.0	4337003.0	3918779.0	2379634.0	      0.0	      0.0	2670391.0	      0.0	2248014.7	7350997.0	5044825.0	      0.0	1043742.8
96.0637_103	 654896.9	 659599.3	2377648.0	 823482.0	  33551.8	6029236.0	 510020.3	 433961.6	  33551.8	 720003.1	 490451.0	1787213.0	 997789.8	      0.0	 496398.9	 403694.0	1322306.5	2066705.0	2993844.0	1069434.0	      0.0
96.0784_63	3080152.0	4142674.0	2652929.0	3280617.0	1444539.0	1823303.0	1878461.0	3428808.0	1153131.0	3660477.0	2148198.0	 545314.8	1464731.0	4257018.0	2185299.0	1774495.0	1001957.6	5132217.0	1070182.0	2982582.0	 131365.2
96.3057_49.4	1580775.0	1786396.0	5959198.0	2068258.0	   1168.2	   1168.2	1569032.0	1329372.0	   1168.2	2495172.0	1210280.0	   1168.2	1820987.0	  34309.8	1743650.0	 989102.0	2168821.9	  34309.8	1441444.0	2490461.0	  34309.8
96.4361_27.1	1898776.0	2808270.0	5056375.0	 414733.2	 898826.9	2084995.0	 275340.5	1869638.0	 726354.7	 639286.5	 973905.7	 908614.5	1129494.0	4089838.0	 697602.8	 567753.0	      0.0	1647510.0	 368995.5	 598468.4	 910397.5
96.7264_102.9	      0.0	      0.0	      0.0	      0.0	      0.0	      0.0	      0.0	      0.0	1091197.0	      0.0	      0.0	4226833.0	  59703.7	  59703.7	  59703.7	  59703.7	  59703.7	  59703.7	  59703.7	  59703.7	  59703.7
96.9719_29.8	 445343.9	 101463.6	3826765.0	 401980.2	3510214.0	2044983.0	1832321.0	 316423.3	3904943.0	 101463.6	1699382.0	 101463.6	1790248.0	      0.0	2486988.0	2758086.0	1826790.5	  12735.1	1681789.0	2419388.0	      0.0
97.0284_114.9	1522016.0	 155284.2	 512743.3	 670489.2	   3995.5	      0.0	1010836.0	 879873.4	      0.0	  11615.6	2851884.0	 546852.6	1037152.0	  65953.4	1760474.0	 304742.5	 638663.9	 471522.7	 569638.5	4950874.0	 140734.0
97.1012_25.3	1223903.0	 560673.0	1958977.0	 599210.7	1061014.0	 794438.8	 509345.1	1309745.0	1138906.0	1573276.0	1341711.0	1301052.0	 801003.3	1123066.0	1777346.0	1330851.0	 479463.4	 891667.4	1432183.0	1795012.0	 958733.3
97.1926_49.4	1102077.0	1763828.0	 729675.4	1578679.0	  63261.9	2526982.0	1351012.0	1488590.0	3148858.0	1796307.0	1337670.0	 718009.7	1794982.0	 361314.2	1769363.0	1492005.0	1279042.1	 229999.6	1244708.0	1610639.0	7624483.6
97.9737_227.7	     0.0	     0.0	783105.1	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	240232.4	188011.7	188011.7	188011.7	188011.7	671634.2	188011.7	188011.7	188011.7	188011.7
98.0089_260.8	1052018.0	      0.0	1581270.0	      0.0	      0.0	      0.0	      0.0	      0.0	      0.0	      0.0	      0.0	 134421.5	 183368.6	 183368.6	 183368.6	 183368.6	 646758.0	 183368.6	 183368.6	 183368.6	 183368.6
98.06_88.8	 4259504.0	11349090.0	 6524742.0	11383910.0	       0.0	 1808765.0	 2866057.0	 7308048.0	  183695.1	13227840.0	 3565602.0	 1692298.0	 5656733.0	 1961788.0	 1787546.0	 7495724.0	 4672450.6	 2468368.0	 3518441.0	19833100.0	  369579.5
98.0964_285	 917329.4	1706988.0	1883745.0	 899187.6	 874639.7	 442046.0	1510025.0	1851120.0	 265356.5	1359230.0	 941137.9	 794442.5	1807556.0	1010584.0	2057617.0	1306198.0	1716806.4	 896378.1	1488156.0	2193396.0	 697547.2
98.5152_279.4	1962531.0	 167442.0	2407756.0	2854924.0	3714498.0	 718022.4	1192379.0	8519022.0	3395697.0	2171659.0	2337914.0	1571328.0	3350669.0	4931282.0	1115796.0	2543678.0	2269283.1	1826710.0	  38958.3	1888864.0	1538016.9
98.5181_193.7	 4181420	 6865897	 3797586	 6659325	 2113898	 4207398	 8401928	 6570636	 1953580	10428310	 4544082	 2714711	 7078388	 1866390	 6455560	 7272952	 2001136	 3332964	 4517673	 9648952	 2264500
98.6794_45.9	 275864.7	      0.0	 732694.9	      0.0	      0.0	      0.0	      0.0	      0.0	      0.0	      0.0	 551952.8	 523142.9	  29440.1	  29440.1	 141085.8	4506716.0	2479613.4	 266054.1	 309109.0	 510868.3	  29440.1
98.9775_255.5	18258630.0	10198940.0	 8645046.0	18035910.0	 3968463.0	43549290.0	 5994706.0	20672920.0	 9509574.0	25837820.0	 7767351.0	 2298968.0	16575100.0	23115820.0	 9278669.0	17686540.0	19119261.7	28763530.0	  103952.4	21562560.0	17465272.8
99.0804_24.6	3583054.0	4441963.0	 688010.4	3962414.0	1102546.0	1814934.0	3922701.0	3062961.0	 743034.9	3307744.0	4048072.0	2567533.0	2972628.0	 463411.2	 954458.8	3105743.0	 885324.2	3016429.0	3240672.0	3242598.0	1464286.4
99.0917_105	3511862.0	2180362.0	 622410.6	      0.0	1358102.0	1813770.0	      0.0	   2143.6	      0.0	      0.0	      0.0	      0.0	  81459.7	  81459.7	1637411.0	 678907.1	1023988.7	  81459.7	  81459.7	  81459.7	1230102.0
99.5247_240.5	1146465.0	  77056.4	  77056.4	  77056.4	  77056.4	  77056.4	  77056.4	  77056.4	  77056.4	  77056.4	1198709.0	 854552.8	      0.0	2020020.0	1742419.0	      0.0	 136168.3	      0.0	2578832.0	      0.0	      0.0
99.5374_231.3	 967924.5	1373620.0	 124660.6	 124660.6	 124660.6	 124660.6	 124660.6	 124660.6	 124660.6	 124660.6	 852113.4	1069236.0	      0.0	1708122.0	      0.0	1894926.0	1118928.4	      0.0	2597174.0	      0.0	1445086.6
100.0869_105.5	 645378.6	 540939.8	 534368.4	 386776.9	  19897.2	6968860.0	 518219.5	 347212.9	  19897.2	 369283.0	 525350.0	  19897.2	1800426.0	      0.0	 603951.4	 526917.9	 433919.7	      0.0	 165653.6	1459840.0	      0.0
100.2573_38.4	4029855.0	1027029.0	  20883.1	  20883.1	  20883.1	  20883.1	1821670.0	1064966.0	  20883.1	  20883.1	 860861.1	 990840.0	 760585.9	      0.0	1407957.0	2080163.0	 576914.1	3815364.0	 408651.5	      0.0	      0.0
100.5789_103.1	 146031.8	2255276.0	1561528.0	 329812.9	      0.0	2082943.0	1820187.0	 186822.9	      0.0	 206265.4	 756532.7	 591239.9	 676011.4	 261525.1	6509273.0	 836581.5	 174196.2	 401464.5	 365350.7	1924609.0	  65611.2
100.5915_95	1000506.0	1633551.0	4134773.0	1874519.0	1401313.0	1445477.0	6083468.0	 602594.2	7530343.0	 851761.0	1662453.0	1465651.0	2784213.0	2582222.0	2353476.0	3590434.0	1599739.1	1444308.0	1496741.0	6334829.0	4050425.8
100.9807_133.4	 8289688.0	 3140797.0	 4045090.0	 3511185.0	 7186454.0	  102266.4	  102266.4	 8085464.0	 2423223.0	13943040.0	11200920.0	 6885584.0	 5996360.0	 1817752.0	 6965422.0	 9259600.0	 9132028.9	       0.0	       0.0	 7183452.0	  226215.9
101.071_88.3	3246309.0	2015673.0	 365781.6	 937198.0	      0.0	      0.0	 800642.8	2048441.0	   4844.5	2411416.0	1982026.0	1363276.0	 675010.4	 197000.1	 823632.4	 938935.1	4444870.5	 478861.3	 953279.2	3615383.0	 879061.0
101.1073_108.6	1129325.0	1898293.0	2619707.0	1644186.0	  32207.8	 717537.2	1849203.0	1437068.0	   1579.6	1861076.0	1275697.0	 303522.9	1607210.0	  72723.2	1502450.0	1740216.0	 631604.5	 912123.8	 376873.8	2301221.0	  56272.0
101.1991_38.5	1855391.0	 753511.0	 821774.7	 477955.2	  24543.4	  24543.4	 721567.3	1471711.0	  24543.4	  24543.4	 465963.3	 690224.0	1876539.0	      0.0	1456998.0	1401115.0	2458723.8	1465633.0	1099679.0	      0.0	      0.0
102.155_39.4	3672700.0	4134042.0	2387115.0	2816762.0	  16054.3	  16054.3	3127988.0	7239978.0	  16054.3	3337696.0	2737527.0	2620554.0	3804485.0	   3960.2	5079292.0	3878688.0	6701673.1	1060836.0	4044277.0	1616181.0	   3960.2
102.5707_117.4	 698546.9	1366370.0	1636108.0	 954792.2	  41612.9	1066695.0	2009305.0	  41612.9	  41612.9	4032606.0	1075504.0	1410066.0	1945153.0	      0.0	2838641.0	2051252.0	1751822.7	1567188.0	1882439.0	3032956.0	      0.0
103.0318_262.3	 8410896.0	10127210.0	 7184294.0	 6937848.0	 6808491.0	 6004855.0	 7272020.0	 5630912.0	 4759544.0	 6016845.0	 8039168.0	 5554988.0	 6428516.0	 3156843.0	 9134249.0	 7174324.0	  728314.4	 3902314.0	 6621355.0	 7861076.0	 1303854.2
103.0372_237.1	4364855	3336002	2298513	4268126	2192778	3195226	2637279	1806878	1887396	3888760	2877921	3910130	3243355	1905810	4711013	2676241	3343370	3263063	3603742	2471891	3076197
103.0542_41.9	 73124550	 91167050	118879200	 82298780	 12602040	 34594660	124497900	 62741980	  9839597	 83944090	 86923490	 48782220	101818400	 22741070	 68916150	121151500	 42993015	 54614390	 55529960	184791800	 10116382
103.0758_23.7	 878457.3	 669497.6	1110533.0	5230076.0	1481281.0	7866140.0	 508563.7	 591936.3	3128826.0	 422630.2	 455062.3	1864911.0	2632871.0	1954530.0	1975856.0	2310722.0	1109756.1	4011482.0	  16620.5	2221993.0	2783685.6
103.1232_34.4	 7500096.0	12484400.0	77404070.0	 7897413.0	  398969.3	 3106145.0	11214450.0	 8021819.0	  519773.3	10146840.0	 8879322.0	 4989934.0	 8318420.0	       0.0	 9677794.0	 7081374.0	 9009568.7	57126250.0	 5138049.0	 8822081.0	       0.0
103.5091_39.7	3118551.0	2625836.0	1377168.0	2111483.0	  14110.6	 766140.0	  14110.6	1719784.0	  14110.6	1318697.0	 637187.1	 284192.6	      0.0	1169805.0	1010089.0	1256649.0	 678110.2	 418559.4	 522836.0	2127676.0	      0.0
103.5261_238.8	 793852.4	 127083.1	1139831.0	1538638.0	2272321.0	2101094.0	 618261.5	 127083.1	 627843.7	 127083.1	 906324.6	2945345.0	      0.0	1613202.0	2831007.0	 605638.0	1120006.9	 535586.9	1433451.0	 675172.2	2530414.4
103.5322_254.4	3263630.0	      0.0	2117853.0	1196078.0	1877757.0	1308593.0	      0.0	      0.0	1174961.0	      0.0	2379687.0	  63940.8	 438986.1	1104221.0	1250707.0	 503221.6	 936881.6	1509444.0	 838060.2	1269400.0	 531933.4
103.8235_40.1	4319798.0	4530311.0	2036608.0	5152711.0	  25181.3	1022791.0	3182669.0	3808879.0	  25181.3	4910008.0	4390495.0	1671968.0	3667928.0	 868810.4	3085454.0	2398597.0	2790855.9	 965776.0	1644328.0	5154863.0	3113054.1
104.0528_48.9	 690884.8	 933501.2	2453091.0	  54651.9	  54651.9	 401764.3	2597464.0	  54651.9	  54651.9	  54651.9	 974959.8	 614548.4	1193704.0	      0.0	2771224.0	2491089.0	      0.0	2150869.0	 851594.3	2482688.0	      0.0
104.0575_44.7	 5752228.0	 6754824.0	 9067442.0	 6874075.0	 1316860.0	 2235214.0	10625940.0	 4807288.0	  395203.7	 7702200.0	 6725074.0	 4095478.0	 7964189.0	 1714285.0	 5070079.0	 9658955.0	 3092705.6	 4321365.0	 4134824.0	15905300.0	  565144.3
104.0706_43.1	32894910	41742980	31978830	26703170	 1205438	 5086447	16152330	24964720	 1127419	32521580	14645150	 4912927	16592110	 2440520	17317900	15184260	 7156174	12217380	 7222109	42560010	 1409240
104.0876_41.6	 71238830	 92694180	 44419100	107214800	  7226145	 20727600	 68783590	 69352560	  4793206	 99046870	 61557390	 30355350	 80705690	 12136990	 73449280	 60242620	 50035913	 24797360	 34787350	102364600	  6202713
104.0981_39.5	 4418149.0	 9670063.0	       0.0	 1519669.0	  457422.2	 1723513.0	10533480.0	 6675192.0	  949031.4	 5159890.0	 4707092.0	 4329229.0	 5354239.0	 1510448.0	 6407873.0	 7915409.0	 3115400.6	 3074333.0	 2868445.0	 8288771.0	  935270.3
104.1002_41.4	43418500	32736580	22311520	46471110	 4193074	 9094351	33946050	35249000	 3307874	51409110	30962670	13893390	42797710	 7196081	30385460	30953250	25357504	14814210	13200590	47957600	 4305195
104.1069_42.4	13323580000	16978750000	 8687988000	18353100000	 1863677000	 4251347000	13369950000	13296940000	 1367414000	18182610000	12449170000	 6000823000	14590730000	 2568959000	13492630000	10830780000	 9882665541	 5211618000	 7117536000	18762800000	 1610621892
104.1136_41.7	24700180	56484730	24301750	54992590	 3648807	 9337534	35011950	34291580	 2619005	44309490	30131200	12409180	37583710	 6429069	34953140	27781480	30707276	13529810	20027670	48432330	 2840793
104.1188_39.2	 7561397.0	 5067369.0	 9897661.0	10661860.0	   74925.6	 1372061.0	 4015192.0	 5699131.0	   74925.6	 7563078.0	 6350473.0	 2458468.0	 8932079.0	  207730.4	 6475619.0	  814524.2	 3540364.5	  896385.3	 5151100.0	 9071173.0	       0.0
104.1262_41.5	 71705580	 91867970	 43997030	102764100	  7245911	 19689490	 67189480	 67873090	  4802140	 96627840	 61677510	 29283980	 77657740	 11921730	 75251110	 58273140	 49604870	 23472390	 35393340	 98789560	  6391436
104.3915_40.2	3731108.0	4304766.0	3664247.0	5029072.0	4447392.0	 923184.6	2924010.0	3529471.0	  34335.5	4936482.0	3752252.0	1641205.0	4358099.0	1858870.0	3937830.0	3723729.0	3705708.3	1278734.0	2041007.0	5686131.0	 828925.6
105.0909_41.1	1870042	 107403	 107403	3496464	2725639	1358516	 107403	 107403	3408110	2351066	1741026	 107403	2739384	3123011	      0	3983219	2472912	      0	 855353	1847261	2256838
105.1104_42.5	 744147200	 945481800	 467804400	1033063000	  68074690	 161951400	 736389300	 717468400	  47733390	1017672000	 694899300	 265283500	 818457800	  95403790	 758677500	 578238200	 513274376	 245596200	 326370100	1064594000	  61428607
105.1174_41.9	1923710.0	 187279.7	 187279.7	2885252.0	4411494.0	2639676.0	 187279.7	 187279.7	9062851.0	2910950.0	2092581.0	 187279.7	2373512.0	3576991.0	      0.0	2495585.0	3028576.8	      0.0	2773710.0	1311190.0	3210065.8
105.1304_42.3	1983988.0	  65425.1	  65425.1	3035786.0	1798388.0	1117502.0	  65425.1	  65425.1	3137167.0	3306971.0	1972937.0	  65425.1	1542312.0	1775438.0	      0.0	3818163.0	2976424.2	      0.0	      0.0	1475295.0	      0.0
