"","VK_170831_025","VK_170831_037","VK_170831_043","VK_170831_073","VK_170831_103","VK_170831_163","VK_170831_175","VK_170901_091","VK_170901_121","VK_170901_139","VK_170831_079","VK_170831_115","VK_170831_169","VK_170831_187","VK_170901_037","VK_170901_055","VK_170901_061","VK_170901_097","VK_170901_151","VK_170901_163","VK_170901_175"
"Label","daf16","daf16","daf16","daf16","daf16","daf16","daf16","daf16","daf16","daf16","N2","N2","N2","N2","N2","N2","N2","N2","N2","N2","N2"
"387.3103_26.8","594899.5","670596.8","2845473","819129.2","1243005","2009526","1141720","1777925","781732","3039325","1233203","226987.3","2390856","438774.3","2235473","2821029","3335400","2997471","2304676","1786603","2097251.9"
"387.3467_26.7","4170279","2664808","5120672","1280163","1590556","2662024","3144747","3950608","1135853","3405191","3115024","1154642","3386934","3352162","3683161","4886784","5854991","5781224","4638373","4443268","3042600"
"387.908_70.1","348.6","759888.8","348.6","412323","1821934","362148.7","885024.6","881377.8","20620.3","20620.3","348.6","348.6","348.6","348.6","348.6","20620.3","20620.3","585290.5","20620.3","532596.4","20620.3"
"387.9779_84","15555150","11320640","2814714","10545220","2291736","14266820","16548860","13590230","12551696.1","2130356","243623.2","7634379","528720.4","13296410","3895275","9300817","1062688","9350182","5383906","17287400","427538.7"
"388.0898_70","12290.7","522367.3","273559.5","320120.7","12290.7","813905.1","1060841","831014.9","619711.8","3222773","12290.7","12290.7","12290.7","1612348","12290.7","586134.4","24.6","514171.3","24.6","1068121","24.6"
"388.1837_26.8","3350236","1771841","3828376","2010020","2753486","3140774","3092822","4006037","3719894","5524355","3203950","2434440","3546291","4150849","5122754","2695919","5188990","4042396","5311524","3344531","6919824"
"388.1964_26.8","3642723","1452717","2988879","1537156","2289721","2938819","3301728","2759151","3046405","2258818","3260223","1700974","3305702","3717237","2579096","1304566","2810506","2607866","3241593","1900186","3249600"
"388.2077_25","4079242","697955.9","1877569","165250.4","1826910","1861343","5541684","1458825","3159453","1198648","1933140","1529593","2746648","1209352","3172276","520460.3","1820070","2263099","3047857","1425896","2818501.9"
"388.2302_103.4","40986.9","40986.9","1465522","40986.9","40986.9","40986.9","40986.9","24.6","24.6","934243.2","40986.9","2368223","40986.9","1268688","311833.2","1884076","24.6","1531197","2700355","3160188","24.6"
"388.2635_32.3","43547","43547","4207401","43547","550258.9","43547","1737529","24.6","24.6","1441954","43547","4039554","43547","1241166","725375.9","769701.7","1063442","2815930","764886.6","4454445","24.6"
"388.3502_26.6","777615.2","505061","1415528","310352.7","603242","742134.6","1248089","611846.4","24.6","831917.6","1183834","560453.9","782247.6","1159408","1048937","501641.1","1112546","1007671","914203","1587921","634137.4"
"388.8421_256.8","6147379","3222062","4867863","7025271","1872190","3966499","3434280","3644590","3186048","2681759","1177116","4645663","3263484","4094377","4855314","1158533","2059143","5104601","5159406","5467120","3205803"
"388.9486_60.6","4322479","4326374","2013251","2451742","5383710","1191180","5539776","2449151","6482273.7","2328726","1684538","5673763","1672733","3632411","1585685","1947579","711719.7","4066942","1338517","4807890","1812170.8"
"389.136_60.4","3294708","1655516","3209485","1855845","3931804","1615676","2385954","3705431","2751892","1885761","24.6","1734575","4171206","2408102","1484060","4137801","1566388","3900885","3092286","5918664","2304257"
"389.1932_40.1","769258.9","1224531","1619.4","1146568","73995.9","1283029","916025.2","596361.3","439631.9","13098.7","1619.4","329283.8","1619.4","247272.9","577028.8","1467420","13098.7","13098.7","1450317","13098.7","13098.7"
"389.2393_38","1525705","708549.9","20557490","95070","2997427","101442.4","314375.2","24.6","24.6","8355359","1626899","23999120","1373076","8816915","6509053","6628954","3129135","16165790","5231132","25611190","334487.5"
"389.8631_47.7","2559750","2109672","3650488","2240134","741436.9","1735610","1971643","2040412","1933775.9","1180115","111943","4218116","44855.2","2373150","1207483","2689866","497595.8","2289838","1995808","5204301","51226.9"
"389.9106_72.4","4166697","5238837","3612121","9208017","831189.4","5010047","7296559","3188480","3802408.7","1124841","234884.8","3002635","63384.2","2505449","916548.4","2949244","24.6","6110259","1425215","7720851","216727.9"
"389.9313_86.6","1392583","907222.7","5658994","589532.7","30914.7","697324.5","1971552","290041.1","814634","2708777","30914.7","30914.7","30914.7","817556","30914.7","2257616","24.6","24.6","3142125","681155.4","24.6"
"389.9735_91.6","3057462","24.6","835846.9","24.6","24.6","24.6","24.6","571075.7","571075.7","1829773","24.6","24.6","24.6","24.6","163360.2","571075.7","571075.7","571075.7","571075.7","571075.7","571075.7"
"390.2_114.8","10176.8","1066848","403162.9","10176.8","10176.8","10176.8","10176.8","425555.7","425555.7","425555.7","10176.8","880325","10176.8","10176.8","10176.8","425555.7","425555.7","425555.7","425555.7","959552.1","425555.7"
"390.2093_127.6","25942.9","25942.9","1993688","25942.9","25942.9","25942.9","25942.9","24.6","24.6","708387","1673142","2746309","781006.6","1214861","958493.3","1343188","489777.2","2449664","1232740","3954575","24.6"
"390.2204_108.7","1528433","1753043","1592923","1881757","7753.1","1205060","1430215","1494502","1527029.3","24.6","7753.1","1875159","7753.1","2100893","569498.3","1569795","24.6","1390751","402435.6","2017755","24.6"
"390.2426_34.1","481143.4","76636.4","2207892","274373.8","829217","1699584","324804.6","38871.1","745379.4","499640.7","717794.4","3616512","201078.7","1474480","617458","1654051","286047.6","2426642","432584.6","3987031","244084.6"
"390.285_19.8","462479.9","591782.4","554119.1","16324.9","113989.2","147373.5","249189","72857.1","280861.6","801814.4","16324.9","252526.7","24636","66670.1","87747.8","703638.8","54374.9","24.6","159977.2","24.6","83246.7"
"390.3213_26.1","18601500","9116122","20458090","9212824","13770180","18285860","17537260","21077440","20980493","15060410","15962100","11098880","21470570","25601460","26218550","12064300","27165820","21925520","31896090","18523500","23096698"
"390.863_46.3","39589.5","208684.4","39589.5","39589.5","39589.5","39589.5","39589.5","24.6","24.6","24.6","39589.5","2035543","39589.5","39589.5","2006329","1488058","24.6","1513815","2936620","24.6","24.6"
"390.9458_61.4","5388180","50549.1","1769719","328880.2","514723.1","937587.1","494233.5","2465835","24.6","1424604","299416","386324.9","905343.6","1647706","50549.1","24.6","878674","1093594","417717.9","2178938","1104747.2"
"391.2095_27.6","866574.2","1481204","8754.4","1516761","24.6","854842.1","1637593","813662","87471.8","4029063","24.6","780257.3","24.6","3998196","24.6","1161840","87471.8","87471.8","87471.8","87471.8","87471.8"
"391.2841_158.2","6473837","73222260","50597610","64645590","62868090","38115620","33025080","24718430","9949873","80291120","35909230","68582390","73067340","94118840","74569220","47230660","9125980","72591750","65690570","42400560","101195565"
"391.3247_26.2","5364545","541228.9","6034421","2354144","5082069","3618446","3436256","4772809","3577202","3383970","4535937","2229261","4594708","5564238","5661191","3084753","5813510","6796990","6927969","4074999","5062047.5"
"391.8603_48.9","2715128","11830270","3577529","2809061","24.6","24.6","2313237","1265545","1508669.3","2820964","199399.1","5579151","24.6","2791202","1594030","2111740","6489356","2346160","1703694","6085720","133331.5"
"391.9529_73.3","55998.4","55998.4","4753416","55998.4","55998.4","55998.4","55998.4","24.6","2030052","24.6","55998.4","55998.4","55998.4","55998.4","55998.4","24.6","24.6","422621.4","2205831","24.6","3320797.4"
"392.0966_120.2","6771784","11374350","1468544","10912450","1036606","6403866","10289670","7148870","4045137.3","500885.5","664957.1","6120597","107778.8","3875310","1588938","7683166","24.6","2739516","2744752","7959593","1133302"
"392.147_45.8","43522.1","43522.1","43522.1","43522.1","43522.1","43522.1","43522.1","24.6","24.6","24.6","43522.1","43522.1","43522.1","43522.1","43522.1","24.6","24.6","24.6","24.6","24.6","1734688.9"
"392.183_109.1","1241262","1722344","2282682","1455622","3893.9","828687.2","1891726","1387534","1056815.8","720610.6","3893.9","1686939","3893.9","1791005","1180215","571015.4","6768846","767366.6","427712.7","1268817","70165.8"
"392.1924_111.3","1244215","2272023","3050792","1719100","1157139","1598433","2526638","1761192","1708872.9","1809622","46109.9","1826706","46109.9","1235552","1631004","2795270","4102532","3282010","2407097","6429447","24.6"
"392.2181_32.2","26662.1","62832.7","3403922","26662.1","26662.1","26662.1","26662.1","24.6","24.6","1986077","26662.1","1522636","26662.1","990070.7","672842.8","24.6","169776.2","395125.8","775019.4","833321.6","24.6"
"392.3372_26.5","674525.1","56416.2","1331443","56416.2","941073.4","1550628","939570.2","1533489","24.6","661676.2","617609.4","544776.9","851246.6","791875.5","671631.7","688790.6","718260.2","1462191","740778.5","1330382","622218.2"
"392.8613_46.3","20527.3","20527.3","20527.3","20527.3","20527.3","20527.3","20527.3","24.6","24.6","24.6","20527.3","20527.3","20527.3","20527.3","20527.3","24.6","24.6","24.6","766373.4","24.6","24.6"
"393.0546_107.4","3466928","4182964","3286454","6952680","2079643","5619981","5324708","5176503","4391717.5","1862825","422980.4","4905203","89279.8","6314359","4364440","5310991","1032673","4521866","2151717","7330099","1001447.3"
"393.115_101.8","3314420","5951902","2702331","5972150","1402308","24.6","9692249","382755.1","123543.3","1112256","129751.6","24.6","512876.3","9884.4","1963559","6803479","427713.8","3231777","1242782","1611644","123543.3"
"393.2132_36.2","18401.2","18401.2","6724888","18401.2","18401.2","18401.2","647092.2","24.6","24.6","1579583","434223.3","7822184","18401.2","3301416","2424926","703973.4","390184.5","3875974","1643899","8792625","315345.7"
"393.9581_77","2118192","1881167","8792.7","3357858","8792.7","939163.8","2302710","398763","1873855.7","5621564","8792.7","1613313","8792.7","3615783","8792.7","1409728","41257.8","3147298","41257.8","3651123","41257.8"
"394.1971_40.4","24.6","24.6","21630130","24.6","24.6","24.6","24.6","117649.5","117649.5","2337296","24.6","11142830","24.6","5020824","23004460","31487320","117649.5","5299402","1983588","13099410","117649.5"
"394.2338_31.9","49853.6","1125128","7220839","49853.6","49853.6","49853.6","49853.6","24.6","24.6","1443795","612106.9","10575230","1025981","3499269","2573079","789365.3","807826.8","4884837","2159151","10461910","626960"
"394.8699_67.3","135430.1","135430.1","135430.1","802311.9","2512631","135430.1","2296244","2527700","4149869.1","1036546","2660115","135430.1","2041817","12134120","236333.8","103836.8","103836.8","103836.8","103836.8","7775968","2175964.8"
"394.9505_94.9","4110519","5339584","28774.3","2297041","448499.3","3367420","3489676","3664394","1583398","24.6","28774.3","4113020","28774.3","3094200","2838894","2883388","24.6","995252.1","24.6","5093017","24.6"
"395.2925_26.4","2876916","819908.9","718629","781412.1","756261.8","186427.5","968218","3547006","358383.2","2063508","1042168","3417227","1584425","793967.4","2832555","2064530","2263452","6675044","2212391","1640825","2923984.2"
"395.9187_71.3","2136678","2693519","1064536","4300442","11806.6","2286605","3334344","1021101","2159504.7","3387398","11806.6","1768980","11806.6","1326738","347198.1","2545981","19979.7","19979.7","794177.4","4501106","19979.7"
"395.9364_69","560.3","560.3","44758.1","560.3","560.3","560.3","560.3","110052.2","8332.5","8332.5","560.3","560.3","560.3","83237.9","560.3","38317.1","8332.5","8332.5","48024.1","8332.5","8332.5"
"395.9599_98","1457598","1589022","3503.9","1062340","3503.9","546701.1","1122916","2012127","3008279.2","86414.9","3503.9","1400959","3503.9","841353.2","6760886","1709567","86414.9","86414.9","86414.9","86414.9","86414.9"
"396.1056_126.9","2645280","2723182","541031.7","5649940","1116241","3156396","2975514","4129369","1052829.7","328080.9","24.6","588497.1","24.6","1045926","24.6","1364605","44043.3","44043.3","44043.3","4759444","44043.3"
"396.8794_64.9","877086.3","840388.1","868886.1","1050209","1129986","664972.5","779391.1","663341.9","741136.4","1778816","641690.1","845781.4","894915.5","1450890","1118230","700271.9","409006.3","629302","685529.5","720482.1","705610.5"
"396.9609_231.2","2082042","4285283","1779672","5580234","4578176","4726013","12873000","3714904","1648497.4","2215120","74107.9","2777596","74107.9","7461224","2050277","7146022","1881048","5231407","1624892","12904180","299971.4"
"396.9972_72.6","707153.5","958885.8","64541.4","1393547","64541.4","780470.4","824538.9","1354480","846163","24.6","64541.4","64541.4","64541.4","64541.4","64541.4","198864.5","24.6","1064628","24.6","1867897","6274288.6"
"397.1972_37.2","12247.4","2282690","12247.4","12247.4","12247.4","12247.4","12247.4","2617.5","24.6","230254","6081214","38194.6","12247.4","12247.4","12247.4","134864.6","5215243","5320738","24.6","24.6","24.6"
"397.2008_26.4","3835875","2314798","6524097","2149106","4656986","6074226","6707621","5694866","14169509","3448164","5770718","2431850","6204666","8093763","3112573","1730819","3577477","4532015","4948716","3820218","6061296"
"397.2082_37.6","26944.2","887519.4","5888820","26944.2","280570.7","26944.2","26944.2","24.6","210920.4","3769634","26944.2","903842.1","26944.2","26944.2","4026218","24.6","24.6","1585551","918893.4","24.6","24.6"
"397.3677_27.1","67358.6","67358.6","67358.6","67358.6","67358.6","67358.6","67358.6","750102.1","24.6","592174","67358.6","67358.6","67358.6","67358.6","628600.4","722880","24.6","24.6","592323.4","24.6","1741819.5"
"397.919_58.4","3570207","2405279","3804134","2311053","2850310","3098515","2744651","4231089","3592398.9","3338075","3024915","302242.6","3032638","3478541","3579902","2544751","3046894","3627802","3334687","5726659","3745825"
"397.9369_70.1","29493.5","29493.5","29493.5","937100.7","29493.5","29493.5","12063120","24.6","985035.2","24.6","29493.5","29493.5","29493.5","29493.5","29493.5","24.6","24.6","639970.9","24.6","24.6","24.6"
"398.0402_46.6","11089280","10781750","5076714","11811030","3128150","8861708","13652920","13743790","5343341.7","2418262","497769.8","3899201","96745.5","10078220","1859036","10763190","552820.9","5666200","1352288","11957990","587765.8"
"398.2044_26.6","1944328","677172.4","1366706","467758.3","987236.1","1337786","1344414","2000927","2779056.5","755683.7","1303521","2099777","1303138","1533468","540007.2","377237.2","647602.3","899770.6","1108441","398806.7","1329745.1"
"398.2417_26.3","7151134","4518108","7605228","3876024","4951562","7880916","8743429","15703170","14969558","10160140","5301111","8652107","9107728","9268417","11815350","1009893","5932457","35585080","13607180","6872588","11102511"
"398.2748_29.9","15917460","7605830","7174334","6850279","6016637","11956810","14464510","14653530","8189142","8918269","8267590","5595706","10719150","14598840","13576930","10774290","13347760","15064910","16242040","14133980","12868722"
"399.1446_133.3","10794800","23123800","24836470","65836320","11423240","23463690","53303910","52607780","9911410.8","9309616","372302","14022650","2816301","11308810","2940227","15784040","1015580","16422230","1946222","60410300","436214.6"
"399.2599_32","406843.4","699622","22263320","343396.6","2337248","2506010","466522.2","1440711","1138816.1","12050310","358510.7","1992124","593660.3","628596.9","847212.7","607746.7","2145.6","1395928","131110.7","3372905","24.6"
"399.4655_222.1","17358.3","1028560","17358.3","973687.8","17358.3","1071949","1580654","1093256","604063.6","24.6","17358.3","228132.3","17358.3","1284194","17358.3","1564321","24.6","1609991","1037654","1788604","24.6"
