"","VK_170831_025","VK_170831_037","VK_170831_043","VK_170831_073","VK_170831_103","VK_170831_163","VK_170831_175","VK_170901_091","VK_170901_121","VK_170901_139","VK_170831_079","VK_170831_115","VK_170831_169","VK_170831_187","VK_170901_037","VK_170901_055","VK_170901_061","VK_170901_097","VK_170901_151","VK_170901_163","VK_170901_175"
"Label","daf16","daf16","daf16","daf16","daf16","daf16","daf16","daf16","daf16","daf16","N2","N2","N2","N2","N2","N2","N2","N2","N2","N2","N2"
"214.9556_43.5"," 0.34071817"," 0.55314292"," 0.22087171"," 0.42968459"," 0.33937237"," 0.48072037"," 0.35334872"," 0.66308877"," 0.70328044"," 0.91512032","-0.36495123","-0.08487248","-0.36640044","-0.22445025"," 0.45430560","-0.12160556","-0.39717768","-0.59453914"," 0.27287891","-3.97582009"," 0.40328398"
"215.0095_77.1","-1.195659518","-0.731696703","-1.036658962","-0.692281166"," 0.436724104","-0.641380641","-0.822667668"," 0.617215972"," 0.730755393"," 0.888475577"," 1.132267777","-0.713142155"," 1.116081631","-1.570656645","-0.026191480"," 0.434165687"," 1.415067982","-1.152408266","-0.287748620"," 0.003977565"," 2.095760134"
"215.016_86.1"," 0.82788933"," 0.32208339","-1.37563934"," 0.00807134","-1.57959776","-0.47011012","-0.89070338","-1.11775794"," 0.26743135","-1.20643404","-0.22356347"," 0.64693808","-0.26995344"," 0.85128158"," 1.28946357"," 0.27163822","-1.27341069"," 1.30084436"," 2.14484808"," 0.20504267"," 0.27163822"
"215.0421_147.6"," 0.37660187"," 0.74131864"," 0.06455485"," 0.71550988"," 0.58420938","-0.02625935"," 0.56400394"," 0.41924230"," 0.58971211","-2.42374840","-2.07826664"," 0.29751294","-2.07221535"," 0.59419173"," 0.32824981"," 0.44614400"," 0.73552172"," 0.43046189"," 0.03983625"," 0.72875220","-1.05533379"
"215.0484_32.8"," 0.4726197"," 0.7279361"," 0.2221008"," 0.7044918","-1.1909730"," 0.6855255"," 0.4337677"," 0.5830275","-0.4722861"," 0.3473958","-0.5878237"," 0.4370738"," 2.8414886","-1.3659888","-1.6022433","-0.6528784"," 0.1165087","-0.4321168","-0.7550294","-1.1420730"," 0.6294764"
"215.0546_228","-0.3302116"," 0.4799780","-0.2486365"," 0.7793405"," 0.7421437"," 1.0209341"," 1.1322277"," 0.5497467","-0.1796480","-0.4242587","-1.6574356"," 0.5756106","-1.6113720"," 0.8513794","-0.6580523"," 1.1322277","-1.6513757"," 0.5340979","-0.2600217"," 1.0444210","-1.8210952"
"215.07_31.1","-1.85456412"," 0.99225431","-0.19506151"," 1.19165817"," 0.47984492"," 1.17988749"," 1.11918601","-1.44952131","-0.02659786","-0.17285266","-1.62859560","-0.01449742"," 0.26564797","-0.64590645"," 0.35249503","-1.96249601"," 0.88330387"," 0.61018519","-0.21823263"," 0.86068170"," 0.23318091"
"215.0894_126.6"," 0.6410388"," 0.9178564"," 0.3944750"," 0.7610718","-3.1885616"," 0.3678051"," 0.3961905"," 0.2552455"," 0.7581754","-0.1603498","-1.8136116","-0.0864794","-0.3241380","-0.1533334"," 0.4949093"," 0.8600059"," 0.5729461","-1.0564731"," 0.6325192","-0.6807106"," 0.4114183"
"215.1391_40.9"," 1.1813704"," 1.2855153"," 1.4386034"," 0.6134074"," 1.0920975"," 0.3772421"," 0.1954655"," 0.6337214"," 0.7872928"," 1.4724730","-1.0851361","-0.2992104","-1.0177152","-0.7026007","-0.7429892","-0.6221403","-1.6704115","-0.2521547","-0.9695279","-0.1711176","-1.5441854"
"215.4357_173"," 0.58596293"," 0.29977977"," 0.11269731","-0.09653412"," 0.60283160"," 0.28352536","-0.06030153"," 0.00739989","-3.79254177"," 0.14862437"," 1.19613775","-0.54246044"," 0.72780316"," 0.11020961","-0.55660173"," 0.24719381"," 0.85296062"," 0.09747419","-0.90994143","-0.01338727"," 0.69916789"
"215.5507_226.9","-0.31315246"," 0.46491295","-0.16220670"," 0.76182413"," 0.57088095"," 1.03594687"," 1.18384664"," 0.57088095","-0.09854151","-0.20430021","-1.88070988"," 0.41487917","-1.90608161"," 0.86924018","-0.57157230"," 1.10163728","-1.49113688"," 0.57088095","-0.33169514"," 1.01721546","-1.60274882"
"215.5552_226.6"," 0.02039471"," 0.23696976"," 0.06814831"," 0.49954576"," 0.22383817"," 0.64416793"," 0.74634032"," 0.44753456"," 0.16793586","-0.08719323","-4.07520463"," 0.31281793"," 0.05473361"," 0.43331002","-0.03596329"," 0.61142785","-0.43332642"," 0.43256733","-0.18791241"," 0.57092522","-0.65105737"
"215.6476_269.4","-1.746702760","-1.484043157"," 0.819668583"," 0.113248805","-0.005987322"," 0.689402887","-0.175767695"," 0.665297540","-0.369842403"," 0.723555644","-0.023414466"," 1.261938954"," 0.527706502"," 0.508630044"," 0.659993853","-0.706378609"," 0.150262791"," 0.905999704"," 0.847607419","-0.637171949","-2.724004365"
"216.0195_100.3"," 0.66725460"," 0.74807953"," 0.27511658"," 0.85510187","-0.49492677"," 0.70345422"," 1.03019057"," 0.90094293"," 0.54710709","-2.55827086","-0.09382598","-0.11361171","-0.08452131"," 0.60320501","-0.13917076"," 0.59899155","-2.16237835"," 0.59045057","-0.25237878"," 0.07243213","-1.69324215"
"216.0526_222.4"," 0.25264635"," 0.35025272"," 0.14778682"," 0.55023277"," 0.28085961"," 0.64630437"," 0.78687222"," 0.45970235"," 0.13189248"," 0.10496827","-2.86982804"," 0.38897506","-2.84173728"," 0.51359267"," 0.12388672"," 0.56535518","-0.51227579"," 0.59147985","-0.03085165"," 0.62377461","-0.26388928"
"216.0633_99.7"," 1.40589534"," 1.02895356","-1.24812316"," 0.76606373","-0.51186797"," 0.67707559"," 0.76606373"," 0.96817643"," 1.49267582","-1.65832957","-1.17260578","-0.17714204","-1.26231906"," 0.78373751","-0.24800296"," 0.73724403","-1.19481945"," 0.02595821","-0.20783031"," 0.36178409","-1.33258774"
"216.0848_139.3"," 0.53170809"," 0.65564450"," 0.44542701"," 0.70287572"," 1.00364293"," 0.70992052"," 0.62957369","-0.68844334","-0.62967248","-0.49852329"," 1.25956032"," 0.46893198"," 1.25365006"," 0.19184008"," 0.63994856","-0.85554299","-0.23013874","-2.10453454","-2.04801558","-1.52575188"," 0.08789938"
"216.1341_104.6"," 1.07430276"," 0.64790007"," 0.89341941","-0.64132376"," 0.72058769","-0.64994937"," 0.05146458","-2.72996366","-0.18264638"," 0.76369304"," 0.14764163"," 0.68858558"," 0.51417599","-1.59638139"," 0.11979697","-0.16183348"," 0.97324514"," 0.91336617","-0.60210749"," 0.59200730","-1.53598078"
"216.14_289.2","-1.65625934","-1.50552147"," 1.08449541","-1.42670973","-0.59124395","-1.37694436","-1.57084030","-0.30660114"," 0.02918819"," 0.66917352"," 0.01804833"," 1.38296534"," 0.04114069"," 0.36086714"," 1.12690323"," 0.23275217"," 0.45210534"," 0.88962443"," 0.65503696"," 1.30100313"," 0.19081641"
"216.4547_268.5","-0.54514317"," 0.04020467","-0.67351931"," 0.05904374"," 1.10591063"," 0.23378051"," 0.26611330","-2.34366072","-2.58430635"," 0.70513140"," 0.52720005"," 0.02582879"," 1.60331873","-0.46858047"," 0.40301081"," 0.47572675"," 0.47572675"," 0.09181645","-0.05301202","-0.48380880"," 1.13921825"
"216.5488_222.9","-0.1149671"," 0.3369988","-0.3172286"," 0.3776205","-0.1807585"," 0.4953666"," 0.4857696"," 0.4354535","-1.9505765","-1.8008795"," 2.4104557"," 0.2655246","-0.9459853","-0.2070350","-0.4340701"," 1.0080667","-1.2811923"," 0.3542577"," 1.2461884"," 0.4176921","-0.6007014"
"216.6375_283.2","-2.9372810"," 0.4302436"," 1.0282643","-0.4860963","-1.2718967","-0.1085266","-0.8128268","-0.6700546","-0.4058553"," 0.6754728","-0.3859297"," 1.3660360"," 0.3610637","-0.9018925"," 1.1816339","-0.1146657"," 0.2269185"," 0.6121953"," 0.4863165"," 0.9392509"," 0.7876297"
"216.6445_95.5","-0.19986336","-0.49999331"," 0.39850434","-0.42781311","-0.02835629","-0.42101229","-0.53124960","-2.25161198","-2.17392592"," 0.76471747"," 0.31636961"," 0.61763462"," 1.92831585"," 0.36852224"," 0.84384765"," 0.23170149"," 1.20159712"," 0.13570886"," 0.54168196"," 0.41063071","-1.22540605"
"216.9849_83.5","-0.70014883"," 0.20664936"," 0.27453145"," 0.11131935","-0.03334475"," 1.16656598"," 0.85127272","-0.05046972"," 1.04878534","-2.43453032"," 0.33034376"," 0.34048495"," 0.32321208","-0.20236627"," 1.79660286","-0.03638439","-2.02313378"," 0.37904058","-0.06648168"," 0.25367648","-1.53562517"
"217.0666_99.7"," 1.4033029"," 0.8679347","-2.0364090"," 0.6685225"," 0.2964453"," 0.7627187"," 0.8182867"," 1.1120679"," 1.3269238","-1.0865904","-1.3211136","-0.5505321"," 0.5547588"," 0.6135593","-0.9210100"," 0.4718579","-0.9342188","-0.1697179","-0.8095872"," 0.2526022","-1.3198019"
"217.1054_279.2","-0.31391870","-0.05922348","-1.50142930","-0.68581089"," 0.77168349","-0.40838234","-0.84698347","-0.40838234"," 1.24416230","-0.99206006"," 1.12342141","-0.50345598"," 1.30241970","-0.53414433"," 0.18379375"," 0.15258878"," 1.65893022","-0.33768947"," 0.33425997","-1.88524216"," 1.70546291"
"217.1185_73.4"," 0.94759175"," 0.99549715"," 0.70785281"," 0.59527069"," 0.73603513"," 0.39986398"," 0.27935978"," 0.89363924"," 0.60437797"," 0.75273924","-0.61139575","-0.07324419","-0.62296699","-0.71908232","-0.29416675"," 0.01539414","-1.37326327"," 0.27455715","-0.57826949"," 0.37723935","-3.30702963"
"217.1296_72.2"," 0.3967318"," 0.5267573"," 0.2010647"," 0.6705961"," 0.6497250"," 0.5340824"," 0.6039371"," 0.5989506"," 0.1444958","-0.3729353"," 0.9594564"," 0.2113453","-0.3187249"," 0.0983224","-0.2963330"," 0.4001458","-3.1123096"," 0.1076350"," 0.3398547"," 0.1705889","-2.5133865"
"217.1435_28.7","-0.40838668"," 0.16275355"," 0.40089900"," 0.24534422"," 0.47087905"," 0.34129907"," 0.85387886"," 0.92106795","-0.48618311"," 0.30751503"," 0.99224028","-0.09456251"," 0.89030936"," 0.96930308","-0.62178609"," 0.14303274"," 0.41602287","-2.56546408","-1.80027055","-1.90374533"," 0.76585327"
"217.1548_27.8","-0.83779339","-0.67480020"," 1.25928506","-1.30758193"," 0.71375021","-1.43878778","-1.24691172","-1.37346078","-1.27124517"," 0.65957201","-0.08292428"," 1.38861897","-0.17470811"," 0.55918466"," 1.25928506"," 0.71375021"," 0.19237689"," 0.96047012"," 0.32152863"," 1.18178947","-0.80139792"
"217.4442_212.1","-0.02138674"," 0.10807030"," 0.28900895"," 0.14641220"," 0.43920565"," 0.15371524"," 0.06931993"," 0.95445655"," 0.98677309","-1.07503173"," 0.69578013","-0.07981523"," 0.68572940"," 0.88558987"," 0.49640636","-1.43033966"," 0.71016346","-0.19124978","-2.61709480","-2.09733515"," 0.89162196"
"217.5724_102.5"," 1.7996843"," 0.2193066"," 0.1055870"," 1.7632589"," 0.6917461"," 0.2866671"," 0.1995727","-0.5787855","-0.5212551","-0.3928741"," 0.9989897"," 0.1233078"," 0.9908655","-0.1187880"," 0.3971280","-0.7423582","-0.1301544","-1.9649872","-1.9096612","-1.3984209"," 0.1811709"
"217.9803_70"," 0.33488650"," 0.42591435"," 0.02922740"," 0.55603084","-0.72879869"," 0.56313694"," 0.73195783"," 0.74288413"," 0.59341635","-0.04984224","-0.23806997"," 0.02526770","-0.24841087"," 0.15944281"," 1.24899390"," 0.37606833","-2.98258802"," 0.49057194","-0.24194535"," 0.60029559","-2.38843947"
"218.0671_99"," 0.8913397"," 0.8341069","-1.0118887"," 0.7222757","-0.3215724"," 0.7542855"," 0.6923177"," 0.7777690"," 0.8169600","-1.3970660"," 0.0229400"," 0.3390317"," 0.0229400"," 0.5995971"," 0.1130642"," 0.2044756","-1.0943268"," 0.5323822","-3.1449018"," 0.3818482","-0.7355780"
"218.0788_30.5"," 0.8021780"," 0.8304896","-1.0333456"," 1.0183519"," 0.6194470"," 0.8388187"," 0.8744825"," 0.9533920"," 0.5257570","-1.2420437","-0.1270391","-0.9959219","-0.1160987"," 0.5730754","-0.6693992"," 0.5286264","-0.9673222"," 0.5121253","-2.8281216"," 0.5443232","-0.6417748"
"218.1135_93.2"," 0.3781637"," 0.5132155","-0.3826539"," 0.8669829","-1.1864803","-0.4541242"," 1.4086140"," 0.3754236","-0.4249404"," 0.5024488","-1.6792923"," 1.1163566","-1.7200898","-0.0145004","-0.5824946"," 0.4501906","-0.7187575"," 1.3343909","-0.4166708"," 1.7807142","-1.1464965"
"218.1387_34.3"," 0.22250397","-0.05266046"," 0.63076767"," 1.11989905","-1.61777342"," 1.30154343"," 1.45573340"," 1.76543092"," 0.03512005","-0.80031668","-0.39832670"," 0.12809371","-1.33953533","-0.84183326","-2.20802674","-0.09978199"," 0.27066172"," 0.62730357"," 0.13084323","-0.11405348","-0.21559267"
"218.1499_103.6","-0.2305025"," 0.1479272"," 1.5432250","-0.8851492"," 0.9023651","-1.1541463","-1.2453518","-1.2322466","-1.2022044"," 0.6516780","-0.2590733"," 1.6288836","-0.9291577"," 0.4481088"," 0.8176126"," 0.4051224","-0.1346887"," 1.0941098"," 0.1580000"," 1.0941098","-1.6186218"
"218.1577_30.4","-1.0093548","-0.7504417"," 1.1914797","-1.2761099"," 0.5046463","-1.3783435","-1.2873386","-1.4658215","-1.1089602"," 0.6532495","-0.2804308"," 1.5108723","-0.1187504"," 0.8008268"," 1.0329586"," 0.7415491"," 0.1743899"," 1.1078835"," 0.3029859"," 1.2092333","-0.5545235"
"219.0266_60"," 0.3697268"," 0.3063316","-2.6869185"," 0.3682685","-2.6525765"," 0.2551501"," 0.3001745"," 0.5044765"," 0.5022488"," 0.4106365"," 0.5566287"," 0.1209935","-1.6501473"," 0.3601022"," 0.1978260"," 0.2058862"," 0.5269910"," 0.5620038"," 0.5166404"," 0.4557972"," 0.4697599"
"219.0714_70.8"," 1.3569171","-1.4750092"," 0.2560356","-1.4783497"," 0.5623637","-1.4264545","-1.5183311","-1.0861064","-0.9803167"," 0.4686046","-0.3981214"," 0.6994975","-0.3961785"," 0.3775862"," 0.4442767"," 0.4248395"," 1.4021559"," 0.5373948"," 1.5397069"," 0.8580832","-0.1685942"
"219.0828_104.9","-1.24896616"," 0.15551874","-0.82938021","-0.03983782","-0.73321943","-0.02230908"," 0.81656672"," 0.05956434"," 0.20111013"," 0.09488096","-0.16194963","-0.79289230","-0.33448683","-0.05252294","-0.58846514"," 0.62667499","-0.35958331"," 0.15551874","-1.03193662"," 0.40043808"," 3.68527677"
"219.0976_82.4","-0.22002468"," 0.60535074"," 0.08799355"," 0.65399594"," 0.56893736"," 1.04458732"," 0.38677160"," 0.25000475"," 0.39207516"," 0.30297771"," 1.22771229","-1.89465193"," 0.80731811","-0.55409576","-1.80768219","-2.05837880","-1.23723284","-0.22514639","-0.01423236"," 0.24281156"," 1.44090887"
"219.134_47.8","-0.3123153","-0.1081829"," 1.0603269","-1.2599055"," 0.7246473","-1.5532618","-1.4071254","-1.4137138","-0.7032790"," 0.6467483","-0.2704154"," 1.6821663","-0.6793665"," 0.7246473"," 1.0603269"," 0.7423091"," 0.3082047"," 0.9720392"," 0.2777106"," 0.8827860","-1.3743473"
"219.1533_104.9","-0.9350000","-0.2520780"," 0.6943702","-1.1167790"," 0.0826499"," 0.2912274","-1.5135151","-2.2380757"," 0.3924734","-0.0798104"," 0.9265982"," 1.0393821"," 1.8687436","-0.4272523","-0.1657720","-0.0758114"," 0.2158802"," 0.4684273","-1.2760304"," 1.1809298"," 0.9194425"
"219.4972_229.6","-0.1387436"," 0.6738612","-0.3266619"," 0.4629039"," 0.3469631"," 0.5932196"," 1.2870465"," 0.2947631","-0.2281968","-0.2294962","-1.2648718","-0.1148505","-1.2677042"," 0.7917498","-0.3798829"," 0.8370695"," 0.7230516"," 0.5215867","-0.1502677"," 0.8360108","-3.2675502"
"219.6393_277.1","-1.0462534"," 0.8693474"," 0.9559848","-0.8916169","-0.2222734","-0.8378519","-0.9418123","-1.7085275","-1.6265686"," 0.7311216"," 0.2061020"," 1.3314996"," 0.2192051","-1.3198486"," 1.1097669"," 0.1342126"," 1.0053500"," 0.6979483"," 0.8433377"," 1.1167547","-0.6258781"
"220.0089_56.8","-0.72891890","-0.56713731","-0.71538402","-0.54713815"," 0.22718586","-0.50190677","-0.59856093","-0.09943091"," 2.48094495"," 0.07506963"," 0.69140721","-0.62110739"," 0.71623577","-1.02912812","-0.15406470","-0.23092203"," 0.44958488","-1.37977034","-0.74223766"," 2.33405030"," 0.94122864"
"220.03_60.6"," 1.1310457","-1.3856343"," 1.2317987","-1.3856343","-1.3578495"," 1.1926897"," 0.6408202"," 0.5718545"," 0.6307022"," 0.6397264","-0.5612758","-1.3856343","-0.5468221","-1.3856343","-1.3856343"," 0.4983376"," 0.8052356"," 0.2801795"," 0.5274833"," 0.3474172"," 0.8968282"
"220.0371_52.2"," 1.1839852","-1.3869642"," 0.5141924","-1.3869642","-1.3590173"," 1.1110484"," 1.0199715"," 0.5235615"," 0.5938650"," 0.6114681","-0.5577953","-1.3869642","-0.5432573","-1.3869642","-1.3869642"," 0.4478022"," 0.7739668"," 0.1962990"," 0.4626168"," 1.0817343"," 0.8743799"
"220.0694_71"," 0.69078956"," 0.88611284"," 0.26107496"," 0.96801619","-0.49642507"," 0.86814417"," 0.85511836"," 0.81801869"," 0.60327576","-0.67212705","-1.75122062"," 0.35884731","-2.02179035"," 0.62057802","-0.02920243"," 0.46688916","-1.08013184"," 0.39524660","-0.12488926"," 0.60327576","-2.21960076"
"220.0927_94.1"," 0.68933334"," 0.51899307","-0.45224100"," 0.08402505"," 0.20407070","-0.17564444","-0.43014286","-0.23885113"," 0.06852082"," 0.06349342","-0.74729379"," 0.80932559"," 1.75726158"," 0.07545865"," 0.39829919"," 0.37809671","-0.19247604"," 0.46011858","-0.16607898"," 0.57122293","-3.67549139"
"220.1181_30.1"," 0.363763646"," 0.812535792"," 1.439198128"," 0.941715796"," 0.006066491"," 0.698912996"," 0.877111023"," 0.363763646"," 0.058037184"," 1.193088410","-1.113432059","-0.133086219","-1.668785308"," 0.164755079","-0.614345666"," 0.340938746","-2.062379273"," 0.371694681","-0.746617591"," 0.595388528","-1.888324028"
"220.1371_68","-0.4446536"," 0.5868878"," 0.2831427","-1.5556924"," 0.6709653","-1.5118078","-1.6254630","-1.5313414"," 1.0070800"," 0.4925059","-0.4646707"," 1.0324138"," 1.2016650"," 0.5868878"," 0.6478652"," 0.1032521"," 0.1222113"," 0.8374125"," 0.6275264"," 0.6498789","-1.7160654"
"220.6216_286.1","-1.7975879"," 1.0486758"," 0.9584072","-1.5338427","-0.8128025","-1.5083184","-1.6095145","-0.6131491","-0.5008660"," 0.6169728","-0.3650428"," 1.1006577","-0.3785300"," 0.6752875"," 0.9020471"," 0.2309722"," 0.8644667"," 0.9685305"," 0.3450288"," 1.0624453"," 0.3461622"
"220.8578_62.8"," 0.31859967"," 0.14886241","-1.87215570"," 0.61756977","-0.36385416"," 0.42497882"," 0.11176390"," 0.67187733"," 0.91050738"," 0.73323387"," 0.94335821","-0.33205715"," 1.07846299","-0.31621310"," 0.81612996","-0.22328446","-2.89011199","-1.04280549","-0.09294453","-0.64384630"," 1.00192856"
"220.8909_18.9"," 0.1320033"," 0.5558280"," 0.1127319"," 0.5756847"," 0.8392423"," 0.3434235"," 0.4141699","-2.4683055","-0.1762795"," 0.4679385"," 1.1157478"," 0.2056637"," 1.0892142","-0.4255552"," 0.1181764","-2.7480600"," 0.4475444","-0.3848992","-0.5246305","-0.5867136"," 0.8970751"
"221.0249_60.5"," 0.81658020"," 0.92946797","-1.75512011"," 0.75029122","-1.72521968"," 0.75960952"," 0.62045271"," 0.73474926"," 0.70682444"," 0.36346739","-0.86799156","-1.75512011","-0.85243734"," 0.96291496","-1.75512011"," 0.18027012"," 0.54243570","-0.09638317"," 0.19944616"," 0.58779526"," 0.65308716"
"221.0955_39.3"," 0.3937055"," 0.3160839"," 0.4459047","-2.3346551"," 0.3396422","-2.3346551","-2.3346551","-0.2383032","-0.1440876"," 0.4179203"," 0.4901332"," 0.6949317"," 0.4204342"," 0.5202425"," 0.5073145"," 0.3650101"," 0.3862659"," 0.5478333"," 0.3953914"," 0.6168121"," 0.5287306"
"221.1214_32.7"," 0.16616630"," 0.92498229"," 1.70747011"," 1.15674462","-0.32851217"," 0.64809316"," 1.09211059"," 0.24800619","-0.67680933"," 1.40160703","-0.46981363","-0.51542833","-0.89227238","-0.09922745","-1.32624472"," 0.37694258","-1.64051345"," 0.24329194","-1.91822243"," 0.66854163","-0.76691253"
"221.1698_34.8"," 0.54707047"," 0.37077481","-0.49355041"," 0.09518008"," 0.41996422"," 0.08372933","-0.49754617","-0.59661724","-0.15321391"," 0.33181957"," 2.04283099"," 0.16858435"," 0.91925872","-0.65678309","-0.07429988","-0.69945325"," 0.94686189","-0.84794161"," 0.76917257","-3.15865511"," 0.48281368"
"221.2264_25"," 0.62301238"," 0.12529676","-2.33123123","-2.33123123"," 0.69492497"," 0.37975085","-2.33123123"," 0.34670217"," 0.25600474"," 0.30798915"," 0.67236304"," 0.51993531"," 0.61842160"," 0.24482832"," 0.51219871"," 0.29535452"," 0.54285785","-0.13929167"," 0.25168441"," 0.04093278"," 0.70072781"
"221.9881_72.6"," 0.05679848","-1.56489018"," 0.22678248"," 0.77269558","-0.62136119","-1.49586724","-1.64681296"," 0.84661991"," 1.45666371","-0.38976784"," 0.02168608","-1.73783725"," 0.02533566","-0.07840887"," 0.52535525","-0.90666218"," 1.11668435"," 1.08394355"," 1.16035530"," 0.47511451"," 0.67357283"
"222.014_72.5"," 0.23440793"," 0.58480242"," 0.55271104"," 0.56965091"," 0.01055432"," 0.42291838"," 0.70539730"," 0.02553999"," 0.39485099"," 0.24048916","-2.93664345"," 0.06361347","-2.90711795"," 0.35562811"," 0.15333323"," 0.34138768","-0.04990106"," 0.45110323"," 0.13287216"," 0.71357625","-0.05917411"
"222.0292_125.6"," 0.4270004"," 0.5447803"," 0.1851092"," 0.6550002"," 0.1563218"," 0.6680159"," 0.5502085"," 0.6844717"," 0.6258558"," 0.2046391","-0.1233400"," 0.2158905","-0.1257464"," 0.4874157"," 0.2835373"," 0.3568035","-1.6698047"," 0.2343952","-3.4594490"," 0.4556010","-1.3567058"
"222.6555_249.8"," 0.32751860","-0.04373881"," 0.78893494","-0.10128591","-1.21038133"," 0.48984299","-1.07399060"," 0.15072513","-0.50114229"," 0.42366993"," 1.19329784"," 1.45222610","-0.76575869","-1.23526386","-0.29446070","-1.01789243"," 0.59186304","-0.26906405","-1.89762483"," 0.91441934"," 2.07810558"
"222.6626_94.7","-0.68387828","-0.51653597"," 0.65560618","-0.44101739"," 0.04518233","-0.42500251","-0.54992777","-2.50251518","-2.41300837"," 0.61750242"," 0.44180666"," 0.55035468"," 0.43103346"," 1.23624719"," 0.40221642","-0.56669983"," 0.77102468"," 0.63780472"," 0.63678685"," 0.52973690"," 1.14328280"
"222.9404_45.2"," 0.60855146","-1.19833811","-1.41304765"," 0.96224089","-0.51434252"," 0.73328838"," 0.70564209"," 0.77325513"," 1.13751876"," 0.43773754","-0.06081611","-1.32487554"," 0.69194234","-1.69801271","-0.91371825","-0.98436368"," 1.46107614"," 0.28886237"," 0.83511690","-1.24049482"," 0.71277739"
"223.0395_174.8","-0.17600479","-0.13029177"," 0.89527668"," 1.07331462","-0.28322739"," 0.29095379"," 0.75784778","-0.15494671","-2.25332177"," 0.08279990"," 0.09939782"," 1.57513279","-0.36311386"," 0.78911983","-1.35952032"," 0.76539433","-0.83537045"," 0.51151266","-0.60911508"," 1.22932308","-1.90516114"
"223.0748_176.5"," 0.11659023"," 0.49374618"," 0.56571782"," 0.62194503","-0.07473466"," 0.42218791"," 0.74848561"," 0.49374618","-0.19003918","-0.25475032","-1.32994376"," 0.82859466","-2.43808985"," 0.91344139","-0.02937307"," 1.15221406","-1.43689917"," 0.49374618","-0.07473466"," 0.99710933","-2.01895990"
"223.1078_39.8"," 0.34538631"," 0.24531819"," 0.87019137","-1.44056300"," 0.17534168","-1.36312665","-1.33860241","-1.19178729","-0.65109452"," 0.41270058","-0.68380833"," 1.76335512","-0.87109530"," 1.01415654"," 1.18342637"," 0.47202075"," 0.01314766"," 1.05843361"," 0.16730873"," 1.16271002","-1.34341944"
"223.9632_250.1","-0.19287708","-0.65774350","-1.56302648"," 0.66183134"," 2.11027712","-0.65031963","-0.53474581","-0.28663004"," 0.81299541","-0.42803995"," 0.65031236","-2.05845723"," 0.47356071","-0.48283821"," 0.11118258"," 0.09783287"," 1.36071177","-0.25938573"," 0.67269502","-1.15085708"," 1.31352156"
"223.9722_75.4"," 0.4830720"," 0.4771683"," 0.7993015"," 0.5221137"," 0.4215408"," 0.5575732"," 0.5158655"," 0.2084444"," 0.7486865"," 0.8147755"," 0.1093307"," 0.2814052"," 0.1065729"," 0.2187599","-0.6003338"," 0.3524733","-1.4951635"," 0.1879534","-3.5207061","-0.0480393","-1.1407942"
"224.0716_176.3"," 0.17230871"," 0.44719148"," 0.71897778"," 0.70113207"," 1.19126126"," 0.58919900"," 0.76127334"," 0.23564302"," 0.15207430","-2.38961032","-0.51407813"," 0.65471566","-0.49499239"," 0.37235229","-1.39297727"," 0.83567660","-1.95978848"," 0.65398095","-0.01820121"," 0.73430708","-1.45044572"
"224.0781_175.9"," 0.1419208"," 0.5813740"," 0.3900151"," 0.8872052","-0.1002600"," 0.5813740"," 0.8060757"," 0.4921136","-0.2574971","-0.1985639","-1.3698594"," 0.7059237","-2.8382454"," 0.8791952","-0.3546240"," 1.1002468","-1.5061547"," 0.5916117","-0.2871646"," 0.8989874","-1.1436740"
"224.119_123.4","-0.90100212","-0.64641628"," 1.20258622","-0.66312975"," 0.03872924","-0.63584771","-0.73254584","-0.63584771","-0.56985748","-0.42259802"," 0.37552592"," 1.36510553"," 0.38209526","-1.18454066","-0.18495605"," 1.51262594"," 1.37359095"," 1.15668925","-2.16242882"," 1.09636174"," 0.23586038"
"224.4434_259.6","-0.02673405","-0.95725758"," 0.16876605"," 0.06830917"," 1.05258942"," 0.23603910","-0.57876290","-2.12925838"," 0.53519407"," 0.38521944"," 1.87175777"," 0.26337914"," 0.09550389","-0.11474477"," 0.10059106"," 0.64915584"," 1.89583824","-0.37149398","-2.01468106","-0.81670972","-0.31270076"
"224.6418_105.3"," 1.3316114","-0.4498785"," 0.6780025","-0.3920372"," 0.6194192","-0.3737506","-0.4698953","-2.1411180","-2.0613094"," 0.4802859"," 0.4415401"," 0.6105452"," 0.9694572"," 0.9310044"," 0.1448198"," 1.0663489","-1.5187573"," 0.3437956"," 0.2385117"," 0.6382777","-1.0868733"
"224.8254_203.6"," 0.14514524"," 0.35282208","-4.04563871"," 0.53217706"," 0.49054773"," 0.25382848"," 0.11618263","-0.49724386","-0.34545475"," 0.44346194"," 0.70848311"," 0.34511521"," 0.57977644"," 0.36866846"," 0.06376800"," 0.43174111"," 0.01434099"," 0.68311988","-0.70138995","-0.16722874"," 0.22777766"
"225.0159_238.3"," 0.36613490"," 0.63791752","-0.20638581"," 1.06347128","-0.17131701"," 0.65366175"," 1.07052481"," 0.63044528","-0.23614371","-0.42338610","-1.95443163"," 0.39086656","-1.97124044"," 0.65366175","-0.00135272"," 0.90026090","-0.60304200"," 0.63401936"," 0.38000326"," 0.57631480","-2.38998276"
