"","VK_170831_025","VK_170831_037","VK_170831_043","VK_170831_073","VK_170831_103","VK_170831_163","VK_170831_175","VK_170901_091","VK_170901_121","VK_170901_139","VK_170831_079","VK_170831_115","VK_170831_169","VK_170831_187","VK_170901_037","VK_170901_055","VK_170901_061","VK_170901_097","VK_170901_151","VK_170901_163","VK_170901_175"
"Label","daf16","daf16","daf16","daf16","daf16","daf16","daf16","daf16","daf16","daf16","N2","N2","N2","N2","N2","N2","N2","N2","N2","N2","N2"
"85.076_105.5"," 0.7314547"," 0.6791139"," 0.6515737"," 0.7099951","-2.3622123"," 0.5832616"," 0.6094196"," 0.6164350"," 0.4052000"," 0.3516516","-1.4000346"," 0.6406047","-1.3825761"," 0.5829525","-2.3957734","-0.2447751"," 0.1707250"," 0.3896370","-0.2394516"," 0.6069233"," 0.2958753"
"85.0841_109.1","-0.189539834"," 0.605369005"," 0.016031605"," 0.461728649"," 1.934968697","-0.003685065"," 0.259776139","-0.750727173","-0.750727173","-0.373197512"," 0.439833036"," 0.190370821"," 1.515362417","-2.214184104","-0.796105104"," 0.997305223","-1.622543846","-0.024013062","-0.517239963","-0.592162965"," 1.413380209"
"85.6096_43.5"," 0.41952449"," 0.61704063"," 0.40462916","-4.14131833"," 0.29768105"," 0.15450067"," 0.56994838","-0.33371616"," 0.05394298"," 0.19679365"," 0.32864690"," 0.47827244"," 0.28917749"," 0.28269475","-0.21306498"," 0.05296662"," 0.18780225"," 0.69154166","-0.64363637"," 0.24112715"," 0.06544556"
"86.06_35.1"," 0.6339727"," 0.9138720"," 0.4998377"," 0.9138720"," 0.8640744"," 0.8849565"," 0.1441642"," 0.1709444","-0.8475748"," 0.5870647"," 0.8246999","-0.2342665"," 1.1255310","-2.6848619","-1.2046571","-0.2480182","-0.5239177","-1.5798501","-0.3828925","-0.7605904"," 0.9036397"
"86.0819_44"," 0.25267902"," 0.39975473"," 1.16778146","-3.00478566"," 0.55977865","-0.53972315","-0.49303989","-0.48234741","-0.58355871"," 0.83479961","-1.18252378"," 1.05995836","-1.16600099"," 0.33815359"," 0.39297459"," 0.80380304"," 0.05237341"," 0.99949653"," 0.45965807"," 0.85538003","-0.72461150"
"86.0914_44.2"," 0.82253613","-1.37128273"," 0.08115088"," 1.21570986"," 0.09507737","-1.28713103","-0.49650035"," 0.81256524"," 1.68904845"," 0.26624118"," 0.10543617"," 0.41664515","-0.02432300","-0.24163551"," 0.65268269"," 0.18382861","-0.16337230"," 0.20290263","-0.22844735"," 0.35331815","-3.08445025"
"86.0964_53.4","-0.34456116","-0.34456116"," 2.05348643","-0.68639818"," 0.29853738","-1.10177418","-1.06547967","-1.10177418","-1.23190521"," 1.61218190","-0.47068908"," 0.99613996","-1.02938927"," 0.02043058"," 0.60170817"," 0.37602091"," 0.02043058"," 0.99613996"," 0.86732675"," 0.92353965","-1.38941017"
"86.1014_44.3"," 0.38257976"," 0.40161276"," 0.88403665","-1.37700467"," 0.49072840","-0.69036607","-0.88160240"," 0.90205160","-1.56701079"," 0.24269536"," 0.13937202"," 0.85176939"," 0.11900695","-0.08483939"," 0.16511425"," 0.41857414","-0.18866997"," 0.81183724"," 1.27797780"," 0.61956505","-2.91742808"
"86.1109_44"," 0.54425478"," 0.59500028"," 1.34919227"," 1.21481280","-0.55913148"," 0.65161070"," 0.60906409","-2.46440403"," 1.10564872","-0.04736136","-0.82443006"," 0.89163022"," 0.75752362","-1.15332289","-1.24574546"," 0.15693923","-0.92042783"," 0.63595383","-0.51851275"," 0.26999995","-1.04829462"
"86.353_43.4","-0.3050858","-0.2187705"," 0.9869605","-0.1935499"," 0.9270417","-0.1611424","-0.2349663","-1.0304233","-0.9809105"," 0.9696519"," 1.1336038"," 0.9917247"," 0.4239660","-0.5444785"," 0.7392546","-1.1712001"," 0.9952985","-2.2234410"," 0.8243456","-1.7358326"," 0.8079537"
"86.6651_45.5","-0.05766793"," 0.56433091"," 1.16268607"," 0.95450565","-1.14037848","-0.36927650"," 0.61980998","-0.43851039","-0.63141414"," 1.14418827","-0.48380743"," 0.39120591","-0.48380743","-0.22350563","-0.76986737"," 0.07252786","-3.06264924"," 0.55859043"," 0.36851754"," 0.22926407"," 1.59525783"
"87.0441_31"," 0.8402089711"," 1.1215192834","-1.2860749688"," 0.7841987383","-0.6775703500"," 1.1526803393"," 0.9717566629"," 0.2142877321","-0.3488674042"," 0.6150458921"," 0.0002178399","-1.1988617077"," 0.3354416095","-0.4660706689","-1.2245860351"," 0.2540669004","-2.2227624824"," 0.3111023410"," 1.6784861357","-1.1121282208"," 0.2579093921"
"87.0791_106.2"," 0.639445335"," 0.607166858","-0.047187069"," 0.606021893","-0.297527072"," 0.049957363"," 0.132122543"," 0.316802619"," 1.126488353","-0.502339009","-1.632020617"," 0.001482991"," 2.936738193"," 0.187645438","-0.692506476"," 0.181035744","-1.723953537"," 0.099308623","-1.205549550"," 0.130668940","-0.913801563"
"87.0934_43.3","-1.081327397","-0.375886308"," 0.350403194"," 3.244086169"," 0.485600777"," 0.723679554","-0.921164933","-1.548844902","-1.094601505","-0.113274906"," 0.474847161"," 0.452217542"," 0.373664116","-1.086557894","-0.562976335"," 0.005691609"," 0.129674055"," 0.813917385","-0.123549191"," 0.088856317","-0.234454506"
"87.0998_41.7","-0.1224872","-0.1616626"," 1.7354465","-0.5623204"," 0.6095188","-0.9762730","-0.9109145","-0.8607263","-1.1279063"," 1.2470610","-0.7653382"," 1.2914754","-1.4416562"," 0.1639825"," 0.3373604"," 0.7294197"," 0.0738501"," 1.1461059"," 0.5116636"," 0.9385977","-1.8551968"
"87.1583_110.9"," 0.58758953"," 0.59775720"," 0.41456555"," 0.59327922","-3.14865501"," 0.50439576"," 0.42872164"," 0.79567535"," 0.21957119"," 0.73140155","-1.83125685"," 0.48433175","-1.80735294"," 0.19074360"," 0.19935396"," 0.25155495","-0.01940518"," 0.02165742"," 0.31463022"," 0.22862640"," 0.24281468"
"87.4218_44.4","-0.1102310"," 1.0252559"," 0.6582687","-0.3812243"," 0.2805960"," 0.6749401"," 0.5420389"," 0.6451964"," 0.7051066"," 0.1843512"," 0.2669188"," 0.5876706"," 1.3212996","-0.9159814"," 0.0861952","-1.9273113"," 0.0759935"," 0.9294217","-1.0832880","-2.6371876","-0.9280298"
"87.8474_35.1"," 0.8831954"," 0.9411820","-2.2128825"," 1.0549747","-1.0261845"," 1.0441609"," 0.8901761"," 0.4146786"," 0.3744943","-0.2893257","-0.5689476"," 0.4687980","-0.5668914"," 0.1609810","-1.3268097"," 1.5618649"," 0.1092783","-1.5998854","-1.0102887"," 0.1662259"," 0.5312053"
"88.0216_176.6","-0.04734398"," 0.71015059"," 0.58245224"," 1.04078205","-0.52758336"," 0.58245224"," 0.89885915"," 0.59488348","-0.09784495","-0.60086868","-1.15551297"," 0.83037631","-1.57970684"," 0.80572707","-0.34477566"," 1.12616747","-2.47924840"," 0.66698922","-0.23729613"," 0.71592461","-1.48458346"
"88.0391_86"," 1.4766899"," 1.3121361","-0.9521058"," 0.4990480"," 0.4851394","-0.6088510","-0.6594546","-0.3707520"," 2.1727649","-0.8305821","-1.4398648","-0.7967145","-0.9062033"," 0.6007574","-1.0779121"," 0.7233203"," 0.2433660","-0.6088510"," 0.2291229","-0.7861654"," 1.2951120"
"88.0631_102.2"," 1.39877431"," 1.16033259","-0.07072317"," 1.25895957","-0.15601661"," 0.68324927"," 0.63995616"," 0.82440156","-0.51425572","-0.65099123","-1.48721528"," 0.83319796","-1.82426631"," 0.61803161","-1.26996664"," 0.65320490","-1.44874118"," 0.34476453","-0.39778404"," 0.60535612","-1.20026840"
"88.5648_105.7","-0.101061976"," 0.002170091"," 0.110353513"," 0.275504753"," 1.634356015"," 0.097532013","-0.329255649"," 0.150283217"," 1.092671324","-0.595782771","-0.048039964","-0.051741213","-0.060835233"," 0.192125187","-0.325337916"," 0.024892001"," 1.544145482","-0.077903845"," 1.064320936","-1.495062288","-3.103333677"
"89.0382_175"," 0.30603907"," 0.45145529"," 0.41854491"," 0.56442744"," 0.12231219"," 0.45699843"," 0.57472684"," 0.45145529"," 0.05920838"," 0.13090063","-2.91399017"," 0.51796394","-2.88959199"," 0.57776366","-0.13038008"," 0.56882198","-0.14855934"," 0.44030526"," 0.19132799"," 0.55092892","-0.30065863"
"89.0727_36.3"," 0.47126369"," 0.30009817","-1.08839504"," 0.46028526"," 1.05210782"," 1.33515317","-0.32854933","-0.24821965","-1.25744567"," 0.54481178"," 0.85537804"," 0.09775322"," 1.18233514","-0.95751117"," 0.20107936","-0.66392546"," 0.41731466"," 0.70330010","-1.41025431","-2.53192585"," 0.86534606"
"89.1073_96.6"," 0.99313120"," 1.16570391"," 0.05983191"," 1.31711388","-0.01789669"," 0.57409544"," 1.25914109"," 0.59236038"," 0.61337276","-0.49761870","-1.08847154","-0.45554107","-1.23080399"," 0.50539222","-1.10597397"," 1.03554566","-1.71620290"," 0.37414669","-1.23080399"," 0.50162915","-1.64815142"
"89.1073_291.8"," 0.63448856"," 0.92959785"," 0.30463670"," 0.85055776","-2.42089193"," 0.60644078"," 0.92506403"," 0.72872865"," 0.32511427"," 0.01971879","-1.86939785","-0.05635241","-1.87295558"," 0.61288112","-0.12320633"," 0.83182154","-0.91082412"," 0.59983869","-0.32732611"," 0.73376796","-0.52170237"
"90.0496_72.2"," 0.50810564"," 0.64362841"," 0.44620643"," 0.71193280","-2.42139383"," 0.60140447"," 0.71099452"," 0.55821354"," 0.66495378"," 0.02054806","-1.36890717"," 0.42402114","-1.34981003"," 0.41432457","-2.45810496"," 0.41283315"," 0.26834024"," 0.45251105","-0.25843271"," 0.59492296"," 0.42370795"
"90.055_63.2"," 0.5562261"," 0.9755030"," 0.2666343"," 1.0417215","-0.7028004"," 0.9755030"," 1.2195252"," 0.9174237"," 0.9174237","-0.4228352","-1.5085944"," 0.3425597","-1.8918886"," 0.0817132","-0.7028004"," 0.4174302","-1.4576756"," 0.2666343","-0.6737653"," 0.9755030","-1.5934405"
"90.0705_71.1"," 0.7083177"," 1.0907609"," 0.2925174"," 1.1928892","-2.1892841"," 1.0245058"," 1.2265849"," 0.8533126"," 0.4234502","-0.2671152","-1.5261051"," 0.2798665","-1.5167645","-0.1104290","-0.3952770"," 0.5405044","-1.1803500"," 0.2880477","-0.9447983"," 0.7810136","-0.5716477"
"90.1107_96.9"," 0.30675690"," 0.70063803"," 0.07758781"," 0.83910901"," 1.88172475"," 0.68644278"," 0.48661512"," 0.91608848","-0.96474481","-1.16766378","-0.51756181","-0.35411327","-0.51947416","-0.28830860","-1.87101271"," 0.47051675","-0.48515934"," 0.64487362","-2.18143062"," 1.19290982"," 0.14620604"
"90.5204_241.1","-0.57141846","-1.45348063","-1.65383320","-2.25525792"," 1.02127127"," 0.93038778"," 0.20881302"," 0.42587742"," 0.90936180","-0.27462975"," 1.09956023"," 0.06332758"," 1.38561004"," 0.23509843"," 0.18292002","-0.90359493"," 1.11169760"," 0.65549854"," 0.23509843","-0.79905501","-0.55325226"
"90.5314_248.2","-0.16569536","-0.02590951","-0.29531984","-0.56185792"," 0.80864736"," 0.38589103","-0.50235097","-0.99150838"," 0.18273841"," 0.49512412"," 1.25236904","-1.70421079"," 0.63087764","-0.10383452"," 0.39050712","-0.04820771"," 1.72271909","-0.20005031"," 0.23620530","-2.75531592"," 1.24918212"
"91.052_70.7"," 0.62109170"," 0.70316981"," 0.07949002"," 0.87348012","-0.43307695"," 0.72591106"," 0.91784485"," 0.71734383"," 0.38609138","-1.11318032"," 0.02596270"," 0.12689378"," 0.04422883"," 0.90453886","-0.51890860"," 1.14317769","-2.26906233"," 0.10187180","-1.96512515"," 0.66468059","-1.73642369"
"91.0582_67.4"," 0.73118447"," 1.09668936"," 0.17808753"," 1.21919851","-0.53212558"," 1.07588315"," 1.24172654"," 0.78287483"," 0.59489771","-0.52173003","-2.01183394"," 0.25807699","-2.20735851"," 0.02667269","-0.97966506"," 0.44808738","-0.96153935"," 0.29266040","-0.85991467"," 0.61962564","-0.49149804"
"91.0947_20.6"," 0.82215622","-0.41794520","-0.76713239","-0.45950601"," 0.91381645"," 1.24252877"," 0.18017996"," 0.51318680","-0.46471306"," 0.52387090"," 0.09857117","-0.78701241","-3.04796194"," 0.67542269"," 0.06809966"," 0.99726610"," 0.37110201"," 1.31623045","-0.71078955","-1.19132862"," 0.12395801"
"91.528_243.9","-0.42032442","-0.08135005","-0.10991524"," 0.29453387","-0.33222376"," 0.58688511"," 0.17591931"," 0.39380538","-0.38378628","-0.01856916"," 1.57938716","-3.50433532"," 0.71284245"," 0.29945430"," 0.57692119","-0.09058903"," 1.42796648"," 0.10677645","-1.07327409","-0.11182691","-0.02829745"
"92.0286_43.5","-0.06149854"," 1.42829885"," 0.90049545"," 0.01902643","-0.19009953","-0.84678313"," 0.66334099","-1.49668065","-1.88531166"," 1.40662598"," 0.44498036"," 1.14445984"," 0.45637210"," 0.71825717","-1.05999970"," 0.69961746","-0.27897164"," 0.63474331","-1.65013160","-1.06288661"," 0.01614514"
"92.0495_29.6","-0.28371353"," 0.38699044","-0.19256311"," 0.58137618"," 0.54455758"," 0.34061453"," 0.58576520"," 1.11432685"," 0.63105553","-0.04310247","-0.29598682","-0.46753125","-0.27363571","-0.65590669","-2.02415237"," 0.56760100"," 0.63731890"," 0.95930999"," 0.82163270"," 0.18543496","-3.11939192"
"92.0592_71.5"," 0.51653413"," 0.71047846"," 0.25448451"," 0.87472230","-0.73725079"," 0.75169490"," 0.93015692"," 0.58795725"," 0.62306256"," 0.06849221","-0.23133936"," 0.24342769","-0.21032157","-0.10006306","-1.37985112"," 0.44610847","-2.75525333"," 0.12812690"," 0.90645933"," 0.53933670","-2.16696311"
"92.3122_105.6"," 0.11431003"," 0.26957103"," 0.19412029"," 0.26957103"," 1.00065155"," 0.31693283"," 0.22012186","-0.29893466","-0.21483142","-0.02715216"," 1.43492462"," 0.24435735"," 1.44233462","-0.23637890"," 0.70660477","-0.53806034"," 0.35691591","-2.32541273","-2.24453205","-1.49715367"," 0.81204004"
"92.4652_62.5"," 0.69267545"," 0.77803556","-1.78094194"," 0.59623419","-1.75023299"," 1.04015209"," 0.81552857"," 0.57062214"," 0.63136626"," 0.31305904","-0.86982496","-1.78094194","-0.85385014"," 0.79175992","-1.78094194"," 0.51419753"," 0.51626262"," 0.36122488"," 0.08692925"," 0.46645831"," 0.64222810"
"92.5141_27.3"," 0.50190747"," 0.13271758","-1.66058350"," 0.43022677","-0.54881379"," 0.27849477"," 0.21265817","-0.04964619","-2.93765354"," 0.56907996"," 0.86622689","-1.65600836"," 0.93035767","-0.05367202"," 0.51531094"," 0.07068625"," 0.63380559"," 1.13015434"," 0.33515316","-0.53571974"," 0.83531758"
"92.5223_256.5","-0.21412316","-0.67442762","-1.91981663","-0.57490141"," 0.58739097","-0.93558038","-0.52090093","-0.09887079"," 0.61279368","-0.05021414"," 1.83407113","-0.59409889"," 0.91373613","-0.56000287"," 0.47204186","-0.76625205"," 1.90484613","-0.34368319"," 0.34196092","-1.10217934"," 1.68821060"
"93.0447_97.3"," 0.9910024"," 1.1064724"," 0.0904775"," 1.4439793","-1.2580805"," 0.6819418"," 1.1368536"," 0.9134003"," 0.1005679","-0.7926122","-2.0205259"," 0.4077931","-1.3067830"," 0.4179198","-1.5248867"," 0.6116354","-1.1654473"," 0.2600861","-0.5700601"," 0.5484908","-0.0722245"
"93.0447_33.8","-0.59818546"," 0.40372028"," 0.69880261"," 0.32699351"," 0.26156270"," 0.32363708"," 0.71509712"," 0.32059986","-3.57576063"," 0.92717882"," 0.73283533","-0.07560781"," 0.73499933","-1.16862221","-0.57060510"," 0.41725186"," 0.73570566","-0.37901944","-0.49427704","-0.38707262"," 0.65076614"
"93.0699_30.3","-1.29167898"," 0.44545717"," 0.88592029"," 0.21139839"," 0.17489426","-0.03777629"," 0.08043841","-2.17090761"," 2.09186527"," 0.03562810"," 0.86496725"," 0.94431863","-0.35905996"," 0.10655880","-0.78207698"," 0.49189628","-0.17880715"," 0.55097209","-2.19719807"," 0.49625293","-0.36306281"
"94.5023_285.2","-0.6417074","-0.4220201","-0.7715746","-0.3296586"," 0.3921038","-0.2991223"," 0.5915822"," 1.3633705"," 0.6785568","-2.5587626"," 0.9389625","-0.7915232"," 0.9348667","-1.3479312"," 0.4987258","-0.2088552"," 1.3029934","-0.4377930"," 0.4140611","-0.7607260"," 1.4544511"
"94.9295_45.4"," 0.58931073","-3.12065208"," 0.29343087","-0.04754625"," 0.58127263"," 0.42802159"," 0.23973561","-0.20857342"," 0.42515618"," 0.66500730"," 0.62655485","-0.58891732","-1.48541634"," 0.88915519"," 0.51672457"," 0.65269199","-1.87110491"," 0.52808289"," 0.50295296"," 0.34160528"," 0.04250767"
"95.0604_103.4"," 1.17183853"," 1.19643075","-0.45112525"," 1.06156417","-0.30283116"," 0.93050061"," 0.84909709"," 0.87751035"," 0.33694347","-0.26749778","-1.41309003"," 0.09283052","-1.32637140"," 0.63033450","-1.55304242"," 0.81474998","-1.43829642"," 0.46887203","-0.51731655"," 0.59488293","-1.75598392"
"95.5229_39.6","-1.88807538"," 0.41394180","-0.55384705"," 0.63562522"," 0.46926894"," 0.44358627"," 0.25849552","-0.26412386"," 0.47307596"," 0.05318874"," 0.55981292"," 0.81418574"," 1.73766357"," 0.27532837"," 0.28900447","-0.32831606"," 0.31695806"," 0.07027246","-0.08334442","-0.50851440","-3.18418687"
"95.5229_253.8"," 0.36963656"," 0.38099653"," 0.46070319"," 0.33769368"," 0.38885630","-4.18959253"," 0.35455089"," 0.08947771"," 0.25425324","-0.15259768"," 0.39930268"," 0.24244405"," 0.68552440","-0.58293206"," 0.46422201","-0.25672182"," 0.32022725"," 0.05522115"," 0.17493790"," 0.10635947"," 0.09743707"
"95.5455_264.6"," 0.562187104"," 0.480406675"," 0.543543778","-0.168345473"," 0.008688453"," 0.409891023"," 0.501669472"," 0.401504279"," 0.413958132"," 0.699363454"," 0.934742620","-0.352974482"," 0.974401599"," 0.480406675"," 0.436567172","-1.585987479","-1.081359379","-2.593777618"," 0.629560828","-2.126767691"," 0.432320858"
"96.0637_103"," 0.0846599530"," 0.2157320678"," 0.6927649987"," 0.3790155497"," 1.8633811057","-0.0008783868"," 0.1568901580","-0.1953802886"," 0.6255161741"," 0.8711892723","-0.1322135795","-0.1383068942","-0.1130608049","-0.6160147558"," 0.8321872598"," 0.2579988204","-2.6229214111","-1.0717408409"," 1.1586789811","-0.2425484973","-2.0049488814"
"96.0784_63"," 0.54252045"," 0.88049497","-0.20356467"," 0.59733689"," 0.54434655"," 0.78071372"," 0.55806477","-0.04425318","-1.01061222"," 1.38175369"," 0.80417776","-0.52699378"," 0.62755203","-0.31423255","-2.00284924","-0.79553042"," 2.07657320","-0.79877700","-0.99242184","-0.75893718","-1.34536195"
"96.3057_49.4"," 0.61205547"," 0.66769978"," 1.12993423"," 0.74881827","-1.96690072"," 0.56494913"," 0.75214241"," 0.62322110"," 0.83860836","-0.87290891","-1.46761932"," 0.48232539","-1.43967134"," 0.30426996","-2.24936501"," 0.61600386","-0.43460285"," 0.09321005"," 0.60888734"," 0.41811257","-0.02916978"
"96.4361_27.1"," 0.48857351"," 0.67864212"," 0.89868372","-0.17617239"," 0.84350105"," 0.51304009","-0.15401445","-0.20324521","-3.41974520"," 0.43793463"," 0.66861175","-0.66468341"," 0.58473369","-0.16755748"," 0.08155797"," 0.06941374"," 1.33598061","-0.89709180","-0.66344227","-0.90304550"," 0.64832482"
"96.7264_102.9","-1.0477820","-1.0477820","-1.0477820","-1.0477820","-1.0188395","-1.0477820","-1.0477820"," 0.7190089"," 0.8027026"," 0.8094744","-0.1890755","-1.0477820"," 1.5198532","-1.0477820"," 1.6312856"," 0.6391979"," 0.9961420"," 0.2725397"," 0.5495815"," 0.4959800"," 1.1544054"
"96.9719_29.8","-0.26123221","-0.61698205"," 0.77040968","-0.07518762"," 0.86899038","-0.20984384","-0.70503308"," 0.65727971"," 0.60082388","-1.40510326"," 1.34262039"," 0.41018777"," 1.44885785"," 0.34932070","-0.75253796"," 0.44617016","-2.39491043"," 0.61739201"," 0.55297490"," 0.21631724","-1.86051423"
"97.0284_114.9"," 0.6995617"," 0.1342115"," 0.1209567"," 0.4876946","-3.2102524"," 0.5435263","-1.2361756"," 0.7239054"," 0.4091107"," 0.3092438","-0.6326748"," 0.4682773","-1.8243539"," 0.8619105"," 0.3399979"," 0.4906101"," 0.1191426","-0.4468640"," 0.2834073"," 0.8518251"," 0.5069393"
"97.1012_25.3"," 0.02607279","-1.00277591"," 0.16088078","-0.76942788"," 0.43783935"," 0.32740539"," 0.21276868"," 0.59411823","-1.50522287","-0.42477010"," 1.57989555","-1.81734663"," 1.78930201","-0.34145334"," 0.29030143","-1.13100242"," 1.14779018","-0.56246280"," 0.48504453","-0.92247921"," 1.42552225"
"97.1926_49.4","-0.29416557"," 0.23585657","-1.21222785"," 0.19918643"," 1.20587770"," 0.14892257"," 0.06894425"," 0.17122694"," 0.01680323","-1.66346212","-0.59208758","-0.29850474"," 1.89913527","-0.39399266","-0.68890400"," 0.12115808","-0.49915310","-0.35263369","-0.05641833","-0.88318944"," 2.86762802"
"97.9737_227.7","-1.1561132","-1.1561132"," 1.0600446","-1.1561132","-1.1265248","-1.1561132","-1.1561132"," 0.8286032"," 1.1397782"," 0.9257551","-0.2782423","-1.1561132","-0.2628504","-1.1561132"," 0.9367483"," 0.7425930"," 1.1081306"," 0.4630044"," 0.7470366"," 0.5906754"," 1.2180409"
"98.0089_260.8"," 1.1056889","-1.2701156"," 1.1078140","-1.2701156","-1.2405470","-1.2701156","-1.2701156"," 0.7104655"," 1.0162016"," 0.8063236","-0.3928348","-1.2701156","-0.3774533","-1.2701156"," 0.7364555"," 0.6203959"," 0.9898189"," 0.3412155"," 0.6264679"," 0.4704611"," 1.1002202"
"98.06_88.8"," 0.22111103"," 0.69184094"," 0.31128940"," 0.69400997"," 0.04274026"," 0.53718479"," 0.70370997","-0.27183794"," 0.39282739","-0.03200961","-4.08643671","-0.09042211","-0.41022189"," 0.04385343","-0.19361762"," 0.31128940"," 0.16909932"," 0.45133654"," 0.20421300"," 0.67716938","-0.36712893"
"98.0964_285","-0.9875364"," 0.6507441","-0.1125600","-0.5371188","-0.7346152"," 1.0285238","-0.2523096"," 1.0004655"," 1.0339376","-0.8188544"," 1.7000275","-0.2794212"," 0.2310833","-2.0942812","-1.1634392"," 0.4940642"," 1.1610842","-1.0903963"," 0.5745375","-0.9036682"," 1.0997328"
"98.5152_279.4"," 0.05043516","-1.27441138","-0.07225344"," 0.32121268","-0.21758743"," 1.18935395"," 0.01146836","-0.47084341"," 0.27072578"," 0.04046872"," 1.18195845","-0.50542569"," 1.16939472"," 0.02644527","-0.03497092"," 0.39388586"," 1.29206220"," 0.04461390","-3.30494460","-0.65950688"," 0.54791870"
"98.5181_193.7","-0.513087280"," 0.647377212","-1.714733337"," 0.589623763"," 0.979322049"," 0.974055381"," 1.537575903"," 0.796146057","-2.302271170","-1.033821277","-0.002448697"," 0.937326747"," 0.051851278","-0.707904740","-1.236141875"," 0.647377212","-0.879351322"," 0.713975584"," 0.158734764"," 0.014916587"," 0.341477161"
"98.6794_45.9"," 0.6783527","-1.4037770"," 0.8013719","-1.4037770","-1.3741591","-1.4037770","-1.4037770"," 0.5385818"," 1.2033751"," 0.7270777","-0.5250308","-1.4037770","-0.5096235"," 0.6535469"," 0.8290574"," 0.2353244"," 0.5756433"," 1.2632282"," 0.6263675"," 0.5352260"," 0.7605454"
"98.9775_255.5"," 0.29488992","-0.17362378","-0.40037136"," 0.21765938"," 1.35547784"," 0.41163003"," 0.32923031","-0.17513442"," 0.51048347"," 0.69343056","-0.17215977","-0.61985728"," 0.49903968","-0.43919444","-1.01520501"," 0.13254196"," 1.04711786"," 0.14790202","-3.57239411","-0.07077081"," 0.99930796"
"99.0804_24.6"," 0.70849369"," 0.94866019","-2.74465936"," 0.73623113"," 0.43741735"," 0.50573814"," 0.30235587","-1.73545591","-1.45433939"," 0.50984730"," 0.38479400"," 0.51751409","-0.02527523"," 0.64000712"," 0.44985164"," 0.24645180","-1.29028456"," 0.12625253"," 0.81320582","-0.80104431"," 0.72423809"
"99.0917_105"," 1.04030363"," 0.92788134"," 0.56475772","-1.52782725"," 1.00888616","-0.64917120","-1.52782725"," 0.85926434"," 0.79139749"," 0.35740895"," 1.03866187","-1.52782725","-0.66263817","-1.52782725","-1.52782725"," 0.17459495"," 0.54642008"," 0.48470593"," 0.10382422"," 0.03246025"," 1.02037873"
"99.5247_240.5"," 0.74084318"," 0.14077580","-0.07728990"," 0.18314937"," 0.44761547"," 0.17996038"," 0.10534771"," 0.85134309"," 0.21202778","-1.05158376"," 0.68162186","-0.04195152"," 0.67845245"," 0.64766324"," 0.66354218","-1.39636980"," 1.13096811","-2.60256332"," 1.03531642","-2.04361327","-0.48525549"
"99.5374_231.3"," 0.508320526"," 0.655550350","-0.199940032"," 0.108705072"," 0.333149318"," 0.095426340"," 0.009817172","-1.642994808"," 0.602010371","-1.437094082"," 0.578333334","-0.134604253"," 0.573085567"," 0.273638400"," 0.574772025","-1.824154931"," 0.950868043"," 0.642575591"," 0.908653340","-2.550758046"," 0.974640703"
"100.0869_105.5"," 0.53362942"," 0.58133344"," 0.18093821"," 0.50674776"," 2.21057412"," 0.40157788"," 0.34659746"," 0.40992387"," 0.39418997","-2.33131080","-0.08026412"," 0.35046665","-0.08026412","-0.02458533","-1.08509147"," 1.06297891","-1.86702384","-0.23460762","-0.44954002"," 0.49056923","-1.31683959"
"100.2573_38.4"," 1.18915464"," 0.67382241","-1.07402154","-0.90116133","-0.34179850"," 0.69737275","-0.94962246"," 0.73951591"," 0.45200440"," 1.19045827"," 0.04436171"," 0.78632834"," 0.04436171"," 0.35866918"," 0.65728023"," 0.43057106","-1.25820740"," 0.80638782"," 0.17017553","-2.84759786","-0.86805487"
"100.5789_103.1","-0.327650897"," 0.852838742"," 0.494817171"," 0.177324812"," 1.086299316"," 0.003899522","-0.074785624"," 1.392677066","-0.190622264"," 0.098905368","-2.742204008"," 0.661712313","-2.708951649"," 0.040569518"," 0.248432120"," 0.135225876"," 0.338787888"," 0.056849240","-0.160004360"," 0.366335451"," 0.249544397"
"100.5915_95","-1.15137484","-0.49886188"," 0.32361979","-0.28749270"," 0.03910046","-1.59062736","-1.39565743","-0.12134618","-0.35809003","-0.56123373"," 0.48812959"," 0.90666324"," 2.59803856","-0.80483489","-0.52220697"," 0.08390963"," 0.93266302"," 0.26763358","-0.48742824"," 0.32960546"," 1.80979090"
"100.9807_133.4"," 0.5103686"," 0.1757231"," 0.1830425"," 0.2133942","-0.3745469"," 0.5023907"," 0.5933349"," 0.4507915"," 0.6167591","-1.9485838"," 0.7309162","-0.8374289"," 0.4050509"," 0.5423810"," 0.5163758"," 0.3606276"," 0.2332342"," 0.4963916","-3.4692393"," 0.2399040","-0.1408870"
"101.071_88.3"," 0.71351706"," 0.53502784","-0.20992824"," 0.33021174","-3.39877332"," 0.57285445"," 0.55091344"," 0.16805469"," 0.90693028"," 0.06989113","-2.05933231"," 0.14508317","-0.81069022"," 0.45843036"," 0.43205733"," 0.04213586"," 0.13894180"," 0.05631254"," 0.27438647"," 0.47284727"," 0.61112866"
"101.1073_108.6"," 0.3412591"," 0.8593531"," 0.8384860"," 0.7864714"," 0.5467617"," 0.6736772"," 0.6810117"," 0.5652912","-0.1655987"," 0.1903467","-0.6433259"," 0.6264401","-3.4669221"," 0.1442341","-0.8636011"," 0.5698288","-0.8990186"," 0.4372980","-1.0723538"," 0.1952930","-0.3449319"
