"","Comp 1","Comp 2","Comp 3","Comp 4","Comp 5","Comp 6","Comp 7","Comp 8"
"247.1593_102.3",0.019777,0.0048286,-0.01885,0.0030491,0.0077373,0.0040648,0.0056976,-0.0076882
"247.1846_95.6",0.013258,0.0054016,-0.026384,0.010184,-0.014161,-0.017327,-0.014655,-0.017463
"247.1915_29.9",0.012617,0.0013517,-0.010142,0.042065,-0.024312,-0.011818,0.026053,-0.026674
"248.1242_92.6",0.026045,0.0049516,-0.0045692,0.03446,-0.020663,-0.0031829,-0.0086886,-0.024002
"248.1597_118.9",0.0091146,0.015286,-0.039701,0.025151,-0.015409,0.00012229,-0.0072671,0.011881
"248.8964_45.7",-0.024869,0.02872,-0.00066056,-0.00095481,0.01298,-0.010696,-0.013302,0.015827
"248.9327_78.5",-0.00064493,0.013435,-0.02021,0.022498,-0.016465,0.029032,0.012623,-0.014897
"249.1268_34.3",0.031102,0.014574,-0.028125,0.019806,-0.012664,0.0022275,-0.0044154,0.0018765
"249.2577_26.5",0.023739,-0.013705,0.020264,-0.0002301,-0.0044203,-0.013593,-0.001027,0.013399
"249.5345_150.6",-0.0040334,0.03619,0.02135,0.0087668,0.023479,-0.015731,0.0055185,-8.1508e-05
"249.9361_68.9",-0.018574,0.021514,0.0031092,-0.015148,-0.020497,0.037019,-0.019312,0.0056552
"250.8658_60.3",0.015347,0.018129,0.0023096,-0.029826,0.023045,0.0040256,0.0034718,-0.018814
"250.913_45.4",-0.018322,-0.014923,0.00071575,-0.033919,0.0028328,-0.012437,-0.0025794,0.0050392
"250.9355_43.2",0.013028,0.02402,-0.0032104,-0.025728,0.026915,-0.00065408,0.001673,-0.00076541
"250.9549_197.5",-0.012445,-0.01279,0.019985,-0.011599,-0.0085393,0.0087785,-0.0017525,0.0070483
"250.9732_58.2",-0.001237,-0.020501,0.013717,-0.0086752,-0.0027141,-0.023881,0.029316,-0.0014786
"251.098_70.9",-0.017399,0.03045,0.010457,-0.0063887,-0.017491,0.0033442,0.0023867,0.019055
"251.106_44",0.015104,0.0013624,-0.0062917,0.0030959,-0.0054267,0.021344,0.028085,0.0079231
"251.1327_26.3",0.011341,-0.031288,0.026827,-0.019575,-0.0066235,0.00017365,-0.016256,0.0057142
"251.1503_37.5",0.0030709,-0.02549,-0.0066734,0.040262,-2.2725e-05,-0.003543,-0.039278,0.01314
"251.1733_94.5",0.028009,0.0027956,-0.0083718,0.021037,-0.030649,-0.0051562,-0.0049146,0.027996
"251.6526_96.8",0.018224,0.00072273,-0.0051975,0.008227,-0.0013028,0.021958,-0.0092039,-0.0078417
"251.9333_70.1",-0.022485,0.0043103,-0.00026447,-0.020441,0.022131,-0.026142,0.018469,-0.021884
"252.0162_278.6",-0.012399,0.0097711,-0.0018954,-0.0030449,0.0011901,-0.034669,-0.0050694,-0.032592
"252.0819_66.4",-0.016066,0.01476,0.011026,-0.014926,-0.0078777,-0.033546,0.0068584,0.001474
"252.1687_270.4",0.030392,-0.003975,-0.014659,0.0077121,-0.0057663,-0.0082839,-0.014747,-0.011111
"252.9623_44.8",0.024142,-0.020099,-0.0031817,-0.027789,-0.0031939,0.0082645,0.024431,-0.027093
"253.0489_42.2",0.0045962,-0.030789,0.0066057,-0.025119,-0.0149,-0.0097415,-0.024075,-0.037748
"253.0932_126.8",-0.014534,0.016116,-0.031564,-0.005025,0.017427,-0.030688,-0.0040255,0.023177
"253.118_42.2",0.027339,0.020301,-0.030013,0.0081024,-0.0076792,0.0092143,-0.013998,0.0076281
"253.1294_96.5",-0.023379,-0.029287,0.0013021,0.012943,-0.0014888,-0.01461,0.014077,-0.0089739
"253.1433_22.3",0.0080962,-0.0010234,0.013036,0.031244,-0.026585,-0.00089176,0.024553,-0.012061
"253.1523_29.4",0.033754,0.015393,-0.023427,0.015511,-0.012712,0.0047677,-0.0058925,0.0082081
"253.1646_20.9",0.00012312,-0.032139,0.020811,-0.00069546,0.01126,-0.00024419,-0.011002,0.026799
"253.2526_23.8",0.0029526,-0.027169,0.020982,0.015718,0.015453,-0.00077105,-0.022172,0.017707
"253.5129_133.5",-0.031915,0.022067,-0.012221,-0.00049722,-0.016905,0.020305,-0.0083042,0.009401
"253.6259_119.3",0.0021839,0.00042312,0.0066829,-0.0088489,0.013548,-0.030284,-0.016859,-0.02835
"253.977_67.2",-0.028788,0.013889,-0.0035233,0.011428,-0.012228,0.027512,-0.011057,-0.016059
"254.0139_133.3",-0.024804,0.01262,-0.0041491,-0.0084417,-0.014387,-0.011704,0.0010345,0.0081066
"254.0189_100.4",-0.035067,0.028423,0.0072046,-0.0044868,-0.011624,0.012413,-0.014119,0.0050692
"254.0397_224.2",-0.022053,0.028202,-0.0062398,0.016655,0.010016,-0.02749,0.0082891,-0.0075515
"254.1556_28.7",0.032802,0.00093498,-0.019244,0.011585,-0.012519,-0.0087574,0.014061,0.012433
"254.1597_31.6",0.010054,-0.015614,-0.024009,0.023541,-0.011036,0.0081242,-0.030591,-0.0087422
"254.512_133.2",-0.025564,0.025284,0.0033913,0.00096324,-0.021306,0.024935,-0.017705,0.007328
"255.1087_118.7",0.012248,-0.016347,-0.0077911,0.0014076,0.019272,-0.00010926,0.0093803,0.016441
"255.1315_33.6",0.027419,0.0008675,-0.0096699,0.017505,-0.004327,0.014585,0.016489,0.011239
"255.1452_87.8",0.023635,0.013366,-0.035456,0.01486,-0.0076893,-0.011589,-0.0032381,0.0059026
"255.1645_43.3",0.0044481,-0.034781,-0.007542,0.0096149,0.0085028,0.013319,-0.0070973,0.0058679
"255.6553_65.6",0.02426,0.006133,-0.0098837,0.01694,-0.016453,0.024677,-0.026824,0.024403
"255.9779_71.6",-0.013745,-0.017742,0.019444,-0.0065914,-9.0616e-05,0.033133,-0.034988,0.027855
"255.9876_132.2",-0.0043974,-0.0041941,0.014212,0.022622,-0.030591,-0.0063957,0.0047253,-0.017737
"256.0172_98.9",-0.026758,0.019967,0.016204,0.02165,-0.011902,0.00017589,0.010748,-0.0209
"256.0905_94.1",-0.00095764,0.0044906,-0.021271,0.014128,-0.023392,0.0046695,0.014553,0.012055
"256.1482_95.3",0.011732,-0.0035486,-0.021646,0.027427,-0.041469,-0.0095055,0.0056754,0.028418
"256.1765_113.7",0.028985,0.0079861,-0.0058826,-0.001863,0.027799,0.026149,0.020246,-0.0081551
"256.2999_25.6",0.0046483,-0.02339,0.028731,-0.0010913,0.0052222,0.013362,0.016921,0.013157
"256.9279_134.4",0.015226,-0.033809,0.014745,-0.015365,0.0024027,-0.0055173,-0.028559,-0.0097022
"257.0744_91",-0.00092706,0.011267,0.0011835,-0.024542,0.025815,-0.02456,-0.0059614,-0.0050386
"257.0887_55.1",-0.015964,0.016822,-0.029698,0.0073921,-0.020721,0.018097,-0.011648,0.022317
"257.0994_24.3",-0.0093793,-0.018953,0.01474,0.015398,0.012846,0.011223,-0.032265,0.015971
"257.124_110.1",0.01267,0.014405,-0.029625,0.018382,-0.018483,0.0074776,-0.024156,0.0013647
"257.1469_61.7",-0.034241,0.031399,-0.0030702,-0.0004046,-0.004303,0.012538,-0.011755,-0.0036692
"257.1747_32.3",-0.020763,-0.0065964,0.018065,0.010417,0.015525,0.010205,-0.034878,0.02082
"257.2305_26.6",0.0032391,0.015619,0.016704,0.0062862,0.019584,-0.0052516,-0.0089685,-0.015955
"257.9933_54.7",0.013097,0.0055692,-0.022017,0.029635,-0.031389,-0.017863,0.0018575,0.021746
"258.0247_69.5",-0.016752,0.015841,-0.020987,-0.0087569,0.011636,-0.0016727,0.0067568,0.012933
"258.035_114.5",0.0010417,0.001155,0.017327,-0.031111,0.026003,-0.0056786,0.031862,0.018521
"258.1103_112.1",-0.024278,0.035254,0.01303,-0.028539,-0.0044239,-0.0018987,-0.01143,0.010635
"258.1449_109.8",0.02273,-0.0012114,-0.017026,0.0026763,0.0079431,0.027206,0.038033,0.015012
"258.1506_66.1",-0.028284,0.0098978,0.014176,-0.0024345,0.0027074,0.020163,-0.0083184,0.0069568
"258.17_28.1",0.0054506,-0.012115,0.0057311,0.018797,-0.014097,-0.019491,-0.0050334,-0.0017304
"258.2429_26.1",0.018577,0.017928,-0.024551,-0.019014,0.0025253,0.02064,-0.011311,-0.0021315
"258.8967_79.5",0.0074224,-0.021542,0.018506,0.027386,0.010227,0.0014936,0.0038827,-0.024795
"258.9797_68.1",-0.0022617,0.030835,0.0018875,0.018656,-0.027366,0.015831,-0.035771,0.022518
"259.0282_73.9",-0.0025654,0.025424,0.0041216,-0.030408,-0.0081014,-0.02104,0.00086615,-0.026607
"259.1072_112.1",-0.028513,0.022635,0.016333,-0.018187,-0.016953,-0.014227,0.014665,-0.01145
"259.1136_111.6",-0.029594,0.033213,0.0072453,-0.022821,-0.0028782,-0.0086607,-0.0089526,0.012807
"259.1728_28.7",-0.0050275,0.0092992,0.0054268,0.0016791,0.030086,-0.016884,0.017386,-0.018693
"259.6555_291.1",0.013888,0.02155,-0.015856,0.010173,0.011649,-0.010265,-0.01215,0.010266
"259.9457_19.3",0.010687,-0.027926,0.021953,-0.018375,0.011411,0.012384,-0.013698,0.015283
"259.9651_69.7",-0.013673,0.029108,-0.0011464,-0.0060905,-0.022305,0.031686,-0.02627,-0.0040884
"260.027_98.9",-0.033566,0.02888,0.004435,-0.0066565,-0.0075272,0.0061276,-0.0086954,0.021658
"260.053_47.9",-0.019029,0.030953,0.0073539,-0.012549,0.024847,-0.024887,0.0042508,-0.0020301
"260.0531_234.6",-0.016185,0.031996,0.0058635,-0.0084849,0.025187,-0.029243,0.0052458,-0.00079027
"260.1137_114.7",-0.014956,0.029719,0.02656,-0.011731,-0.014401,-0.0054217,-0.0037447,0.013763
"260.1605_48.6",0.021332,0.0071503,-0.037867,0.019569,-0.013951,0.0043869,-0.0044263,0.0047802
"260.197_91.3",0.030521,0.0099087,-0.030416,0.017744,-0.011937,0.0057631,-0.0048106,0.0032325
"260.6479_155.5",0.01968,-0.022238,0.012017,-0.00051569,-0.00025995,0.032285,0.015052,0.016173
"260.9037_63",0.017436,-0.010574,0.0028376,0.011721,-0.0098532,-0.012443,0.0091411,0.00086892
"261.0113_58",-0.0016869,0.0079055,0.0018571,-0.041189,0.016564,-0.032807,-0.00077744,-0.021494
"261.0226_70.9",-0.0263,0.013755,0.0071737,0.020961,-0.023748,0.009732,0.021751,-0.033333
"261.0303_95",-0.02797,0.0071809,0.017595,0.015902,-0.01497,0.00020618,0.022139,-0.012343
"261.037_241.5",-0.024165,0.025786,-0.026249,-0.0037889,0.0097598,-0.0043209,0.0064714,0.021731
"261.037_96.5",-0.012988,0.031101,-0.0094428,-0.012983,-0.02146,0.031531,-0.0053782,0.013489
"261.0372_290.2",-0.020907,0.018827,-0.024118,-0.011359,0.02054,-0.029512,0.00045927,0.018884
"261.0901_40.6",0.0088213,0.00056254,-0.018032,0.011546,-0.018271,-0.0017662,0.0023398,0.0135
"261.1195_93.6",-0.006623,0.0070342,-0.021285,0.0076846,-0.00088124,-0.040721,0.015078,0.026295
"261.1235_30.5",-0.018217,-0.034951,-0.0072187,0.025304,0.004457,0.012391,-0.022759,0.00011724
"261.1446_49.1",0.018625,0.014813,-0.034825,0.024727,-0.01729,-0.003846,-0.0092797,0.006087
"261.1558_127.1",-0.00029961,0.019848,-0.039359,0.019614,-0.013188,0.0031012,-0.020025,0.012279
"261.2003_94.1",-0.0043711,0.013885,-0.02272,0.0066858,0.010548,0.028409,0.041534,0.011177
"261.91_190.6",0.016768,-0.0031382,0.01555,0.0030575,0.028912,0.0011009,-0.028232,0.0013036
"261.9232_74.5",0.001919,0.0060053,0.0046543,-0.028212,0.029456,-0.0058397,0.045624,0.0048446
"261.962_69.8",-0.021709,0.020905,-0.010888,0.0061349,-0.00085517,-0.011741,0.0039468,-0.03204
"262.0976_31.3",-0.0069376,-0.0082818,0.020132,-0.0060525,-0.0013455,0.028458,-0.014682,-0.032039
"262.1033_99.3",-0.02208,0.014698,-0.021382,-0.013008,0.02617,-0.027065,-0.0088151,0.023101
"262.1184_35.7",0.030957,0.0086871,-0.022124,0.026699,-0.014996,0.008799,0.0075609,-0.012053
"262.1398_126.3",-0.035968,-0.011743,-0.0024018,0.010534,-0.017844,0.0069893,-0.0095276,-0.0049446
"262.1431_134.2",-0.0095178,0.0014919,0.013401,-0.0064687,-0.022303,0.017058,-0.008992,0.030878
"262.1478_40.2",0.028001,0.0052998,-0.025907,0.021265,-0.024542,-0.012036,-0.014042,0.0073767
"262.1511_121.6",0.018343,0.016678,-0.038313,0.010659,-0.011208,0.0057811,-0.01676,0.0045125
"262.1591_127.8",-0.00091702,0.010604,-0.024104,0.017023,-0.030164,0.037942,-0.010779,0.00017635
"262.1651_24.3",0.004374,-0.02043,0.032486,0.01086,-0.0070438,-0.022298,0.0083641,-0.0093735
"263.0228_174.6",-0.012599,0.0072085,-0.0054117,0.038156,-0.015423,0.022941,0.017193,-0.04853
"263.087_97.4",-0.015466,-0.00084232,-0.0065173,-0.019747,0.027773,-0.018784,0.033162,-0.013472
"263.1238_165.4",-0.02222,0.016189,0.010872,0.025916,-0.012188,0.0095891,0.02137,-0.042642
"263.1276_26.3",-0.0072895,-0.035195,0.022689,0.0023247,0.013056,0.0024848,-0.015901,0.020029
"263.1408_37.1",-0.0039316,0.010959,-0.042311,0.013488,-0.013814,-0.00035389,-0.0076071,0.018021
"263.1541_125.6",0.022506,0.0052877,-0.025968,0.0085832,-0.0051968,-0.0086598,-0.0067373,-0.03042
"263.6583_117.7",0.0096787,0.013048,-0.00057934,-0.0079601,0.036241,-0.0023511,0.052482,-0.0016395
"263.6585_292.5",0.019551,0.0036905,0.0031203,-0.0094502,0.015662,-0.0020181,0.044372,-0.013516
"263.9261_189.7",-0.0042393,-0.030817,0.024561,0.035008,-0.016624,-0.001474,-0.00046028,-0.0020409
"264.0397_294.8",-0.02246,0.013844,0.014739,0.015353,-0.00833,-0.0007942,0.026391,-0.036493
"264.0547_199.4",-0.0070756,-0.016078,0.014511,0.014026,-0.0077425,-0.030194,0.02124,-0.0081603
"264.0762_132.7",0.0077533,0.036673,0.0080628,-0.016334,-0.0057002,0.019834,-0.026141,0.024886
"264.087_118.2",0.0062857,0.012465,-0.0086852,0.043241,-0.030745,0.0015775,0.0093129,-0.028229
"264.0931_91.5",-0.018335,0.03377,0.022045,0.003028,-0.012706,0.010797,-0.011346,-0.0044947
"264.1443_23.6",0.0076255,-0.00048015,-0.019871,-0.0060202,-0.013647,-0.0094044,-0.0012165,-0.025255
"264.1807_26.2",0.012293,-0.010439,0.0062867,0.034245,-0.017567,-0.016802,0.0051038,0.012925
"264.95_58.5",0.013842,0.0075306,0.012327,-0.031307,0.019139,-0.0025098,0.018919,-0.031071
"265.0132_136.6",0.0094875,-0.013303,0.012465,-0.0021437,0.023308,0.001335,0.02296,0.0091001
"265.0351_44.3",0.00080372,0.010168,-0.020952,-0.0066671,-0.011057,0.037976,0.024298,0.019071
"265.1548_32.6",0.032039,0.012957,-0.028691,0.01201,-0.01083,0.0079797,-0.0055594,0.002149
"265.6742_279.2",0.037441,0.0015549,-0.018166,0.022741,0.010003,-0.010486,-0.0049706,-4.0698e-05
"265.9102_70.7",-0.005123,0.014272,0.020804,-0.022343,-0.0073194,-0.013168,-0.0017115,0.019411
"266.1475_105",8.5522e-05,-0.010132,-0.024032,0.029968,-0.02095,-0.0053767,-0.011846,0.015132
"266.1584_31.2",0.027284,0.0038595,-0.01553,-0.012436,-0.0066143,-5.3386e-05,-0.016505,-0.015241
"266.2475_38.3",0.013791,0.023631,0.003462,-0.020569,0.031327,0.00098604,0.00028137,-0.013881
"266.9514_196.6",0.0058324,-0.011061,0.032506,0.0032644,0.0084402,0.01188,-0.019385,0.0087146
"267.0156_192.4",-0.0025291,-0.035696,0.019716,0.018026,0.0086296,-0.010213,0.015199,-0.0092071
"267.0718_111.4",-0.0041233,0.024485,-0.013235,0.015487,0.02457,-0.024583,-0.0036277,0.01543
"267.1085_115.8",-0.00083962,0.014915,-0.029259,0.013817,-0.03243,0.014133,0.0090213,0.0010691
"267.1338_40.1",0.028226,0.013048,-0.031466,0.0049941,-0.0090958,0.0043039,-0.010864,-0.00018602
"267.1711_20.8",0.034246,0.012261,-0.010677,0.012922,-0.0046485,0.0076768,-0.0024522,0.00046656
"267.2107_25.6",0.013927,-0.0041079,-0.0025471,-0.03248,0.031637,0.0012609,0.003943,-0.027394
"267.2682_26.7",0.025659,-0.019691,0.029177,-0.013104,-0.0026938,-0.0028158,-0.0059856,0.0036127
"267.9071_70.8",-0.02528,0.014812,0.0051292,-0.0023656,-0.027642,0.022733,0.0020063,-0.012059
"267.9294_48.5",-0.006849,0.019053,-0.033504,0.001099,0.013483,-0.023008,0.0012408,0.018157
"267.978_66.4",-0.0072732,-0.019852,0.014493,-0.0075921,0.0058581,-0.0087425,0.01664,-0.00050349
"268.1026_137",0.0026006,-0.012185,-0.0027247,-0.040696,-0.019571,-0.00776,-0.024174,-0.016931
"268.1039_29.8",0.013126,-0.0068157,-0.034463,-0.017899,0.0032048,0.014225,-0.005447,-0.021385
"268.1404_41.9",-0.017976,0.0085673,-0.031909,-0.0087278,0.026333,-0.036291,0.0051473,0.0095548
"268.2717_26.2",0.022937,-0.018823,0.029225,-0.015727,0.0030811,-0.0036473,-0.0071713,0.0084348
"268.9461_54.7",0.00028068,0.028415,-0.00097567,0.019337,-0.027301,0.019661,-0.041098,0.023619
"268.9622_40",0.0046044,-0.013172,0.010726,0.0090495,-0.0043038,-0.020448,-0.0023381,0.018485
"269.0857_98.7",5.0531e-05,0.026622,-0.010998,0.031227,-0.017047,-0.015543,-0.01343,0.01035
"269.088_45.1",-0.023186,0.034043,0.0091175,-0.018427,-0.0038448,-0.0013113,0.0029572,0.0095184
"269.0996_19.7",0.019225,-0.013199,0.030816,0.0041284,0.0011709,0.0011957,0.0012703,-8.5895e-05
"269.1073_39.8",0.02446,-0.01248,-0.0077465,-0.0011904,-0.0012801,-0.021425,-0.0054053,0.0064879
"269.1253_63.3",0.012441,0.0056425,-0.0014334,0.0061291,-0.0068023,-0.034812,-0.013747,0.0045787
"269.1361_28",0.008565,-0.018719,0.02493,0.028709,-0.028507,0.0031487,-0.004988,0.0039646
"269.1438_42.4",0.018968,-0.0030357,-0.010945,-0.017993,0.01946,-0.026628,-0.012564,-0.004245
"269.1608_90",0.022319,0.015362,-0.03575,0.0046437,-0.0041751,-0.0041328,-0.010921,0.0063518
"269.9499_57.3",-0.01908,0.026001,-0.010033,0.012615,-0.020487,0.040727,-0.0299,0.0077542
"269.9938_69.1",-0.028173,0.024684,-0.0099484,-0.0090064,0.019064,-0.0020674,-0.0037442,-0.0025229
"270.0857_109.5",-0.023072,0.024565,-0.012835,0.013829,-0.028482,0.017666,0.002163,0.01468
"270.0913_45.8",-0.0090081,0.0018082,0.0093758,-0.038736,-0.00015655,-0.0031107,0.029916,0.021423
"270.1197_126.8",0.0034822,0.028455,-0.035127,0.020302,-0.0040266,-0.0010113,-0.012673,0.013964
"270.1642_91",0.029387,0.0050917,-0.023779,0.020494,-0.030203,-0.0052453,0.0057115,0.014175
"270.1923_92.9",0.036379,0.0022654,-0.01821,0.023911,-0.0047185,-0.010537,-0.001253,0.0053351
"270.2428_21.4",0.011722,0.015001,-0.02633,-0.030662,-0.0030294,0.035399,0.004498,-0.016394
"270.3972_105.5",0.024407,0.0092246,0.010956,-0.01867,0.0027285,0.0061541,0.0058522,-0.02908
"270.5877_110.1",-0.0099338,0.0071677,-0.0089056,0.0088584,-0.01495,0.044238,-0.030347,-0.0024171
"270.9442_47.8",0.0036844,0.028349,0.00022551,0.0095789,-0.02478,0.021274,-0.044264,0.021666
"270.9971_69.8",-0.020448,0.021737,0.0068555,-0.012623,-0.016208,0.02828,-0.028402,0.0080814
"271.0945_106.1",0.025849,0.0014847,-0.0052898,-0.0023898,0.0010473,0.020626,0.031362,0.014106
"271.1037_121.3",-0.017997,0.0032136,-0.0075069,-0.0019307,0.016308,-0.02918,-0.0017092,0.0011084
"271.123_128",0.015566,-0.002351,-0.00045548,0.0073742,-0.013011,0.010635,0.0040553,-0.0086371
"271.1904_23.2",0.013648,-0.029396,0.0097447,0.026058,-0.014413,-0.0027973,0.013794,-0.018933
"272.003_173.2",-0.015536,0.021014,-0.024102,0.021315,-0.0096658,0.041864,-0.01606,-0.0057234
"272.1348_123.1",0.013821,0.015883,-0.031785,0.028637,-0.013303,-0.018153,-0.00068319,0.011821
"272.1717_96.1",-0.028142,-0.014094,-0.008454,0.019563,-0.019498,0.011828,0.015759,-0.033094
"272.1855_23.9",0.0093415,-0.033192,-0.0031713,0.0073261,0.028247,0.0054766,-0.0094983,-0.0059285
"272.2583_21.2",-2.4733e-05,0.0088199,-0.021751,-0.038063,0.0088315,0.023407,-0.018055,-0.023677
"272.2948_27",0.017742,0.01139,0.012058,-0.013708,0.018834,0.0091904,-0.008266,-0.0071367
"273.038_188.5",-0.017962,0.026045,0.012169,-0.0037442,-0.028978,0.033374,0.0046153,0.015597
"273.0395_293.4",-0.020185,0.029706,0.0089557,-0.0056862,0.023254,-0.030626,0.011704,-0.0088198
"273.0742_41.5",0.0076308,-0.02831,-0.010847,-0.0078107,0.017811,0.01584,0.031515,-0.0017924
"273.0842_41.8",-0.0082053,-0.01793,-0.0068105,-0.019832,0.026221,-0.011795,0.020534,-0.0065429
"273.0955_106.2",-0.022832,-5.2254e-05,-0.011107,-0.014349,0.005028,-0.039422,0.02026,0.0070995
"273.1212_62.6",-0.032963,0.031182,-0.0047882,-0.014157,0.0080536,0.0026882,-0.0093231,0.00050698
"273.1745_99",0.0066841,-0.0067186,-0.017499,0.031752,-0.02003,-0.0057305,0.019105,0.012921
"273.2617_26.9",-0.0026362,0.001909,0.0032907,-0.010768,-0.018824,0.026993,-8.5687e-05,-0.0026783
"273.6362_136.5",-0.0033324,-0.018733,0.014246,0.018889,-0.011354,0.0027969,-0.0028112,-0.013671
"273.9988_77.8",-0.027262,0.024111,-0.0058484,-0.0053748,0.022133,-0.022255,0.0039443,-0.0010368
"274.1069_31.1",-0.015924,0.021582,0.013009,-0.027317,0.028766,-0.013007,-0.015889,0.00020041
"274.1245_62.7",-0.020225,0.025095,-0.0062148,-0.010764,0.030883,-0.020936,0.0039143,-0.0081294
"274.176_37.2",0.033,0.0071228,-0.018223,0.031161,-0.013818,-0.014523,-0.0075958,0.0078768
"274.1874_93.7",0.02916,0.013944,-0.031586,0.01667,-0.010259,0.0055593,-0.0064402,0.0009014
"274.2004_92.2",-0.010923,-0.022019,0.027934,0.0082922,-0.0056487,0.0071205,0.004467,0.0017958
"274.5257_221.8",-0.024257,0.01477,-0.017933,0.012419,-0.023839,0.03829,-0.01543,0.0013262
"274.9536_68.8",0.0057861,0.031213,0.0077151,0.004939,-0.012527,0.011625,-0.042035,0.019384
"274.9918_93.7",-0.023852,0.029246,0.0023025,0.0069774,-0.0096082,0.027933,-0.028038,0.01102
"275.0014_89.4",-0.0094017,0.026888,0.034893,-0.0061268,-0.0046669,0.00313,-0.019298,0.011468
"275.1098_27.5",0.00099527,-0.01974,0.026155,0.0097474,-0.020259,-0.026797,0.01699,-0.0083312
"275.1193_62.7",-0.019153,0.025388,-0.0040696,-0.0072927,0.034274,-0.021775,0.0058401,-0.0093626
"275.1348_95.6",-0.021422,0.0088473,-0.0038764,0.027358,-0.010842,0.015835,0.016613,-0.039432
"275.1692_118.2",-0.0014222,-0.023537,0.030785,0.011103,0.00061575,0.00035053,0.0012529,0.021472
"275.1714_121.5",0.0029142,0.019095,-0.037617,0.027439,-0.0081181,-0.0055526,0.0019014,0.017838
"275.2077_281.8",0.0094345,0.016488,-0.025303,0.0042547,0.025137,0.015838,-0.0037521,-0.0026308
"275.4111_228.5",0.0079893,-0.035845,0.02204,-0.02451,-0.0094519,-0.010971,0.0015895,0.0040029
"275.925_286",-0.0086531,-0.0097545,-0.0014873,0.010527,-0.030313,0.018489,-0.0064438,0.0092383
"275.96_72.2",-0.020164,0.014032,-0.006396,0.014435,-0.02713,0.045759,-0.024837,0.0046223
"275.9857_90.7",-0.011892,0.012417,-0.014146,0.022365,-0.0040519,0.015676,-0.044312,0.0096679
"276.0008_98.2",-0.022413,0.02407,0.011528,0.0087688,-0.025013,0.032886,-0.015133,-0.0032235
"276.0024_23.7",-0.0043411,0.011558,0.022426,-0.018865,-0.019699,0.0050794,0.0037098,0.029334
"276.0429_67.6",-0.019971,0.029826,0.0081735,-0.0073599,0.024801,-0.027256,0.0053143,-0.0048068
"276.0844_37.4",-0.025158,-0.0043315,0.0165,0.023868,-0.027213,-0.0066733,0.024279,-0.003128
"276.1077_31.1",0.0038543,-0.033386,-0.010693,0.028893,-0.0020368,-0.011131,-0.0073872,-0.0077322
"276.119_99.4",-0.017009,0.020209,0.0044199,-0.027741,0.0030453,-0.024642,-0.0051232,0.018698
"276.1344_36.3",0.021404,0.0016474,-0.027809,0.028321,-0.025309,-0.011162,-0.0090064,0.013771
"276.1554_111.4",-0.026017,0.01788,-0.027575,0.015334,-0.010389,-0.0041566,-0.013304,0.017053
"276.1668_107.6",0.014404,0.016069,-0.039246,0.017599,-0.015604,0.0032673,-0.01395,0.0068482
"276.1749_126.5",0.00077735,0.022861,-0.00065622,-0.0047322,0.0045445,-0.01905,-0.0072202,0.011606
"276.8782_61.5",0.018673,-0.01454,0.034896,-0.025218,0.0054319,-0.0020248,-0.018274,0.018003
"277.1185_34.3",0.017624,0.0052787,-0.0034666,0.0052796,0.022193,0.0081593,-0.026224,-0.0014827
"277.1395_149.5",-0.029461,0.033434,-0.0086917,0.01714,-0.0067953,-0.0036953,0.01095,0.0090046
"277.1411_21.2",0.0062649,-0.038067,0.016902,-0.0032224,0.01368,-0.0045581,0.011299,-0.011382
"277.1589_116.3",-0.0081647,-0.010519,-0.011263,0.00040456,-0.029382,0.0087856,0.0026928,0.0075153
"277.1699_107.4",0.013349,0.0088725,-0.020269,0.0076701,-0.022502,0.032664,0.019033,-0.0011844
